SW_ID,TYPE_C,TYPE_D,MATERIAL_C,MATERIAL_D,GeoJSON
788,3,Paved,6,PAVEMENT,"{""type"":""Polygon"",""coordinates"":[[[381413.1347,4899720.5861],[381483.5355,4899733.1866],[381537.3364,4899743.0868],[381538.2365,4899743.1868],[381539.8364,4899742.6868],[381541.1363,4899741.5868],[381541.6364,4899740.0868],[381549.3341,4899677.5862],[381548.9342,4899676.3862],[381548.0342,4899675.7862],[381546.8341,4899675.4862],[381515.1342,4899668.386],[381466.9334,4899657.1867],[381406.2328,4899643.3861],[381391.1329,4899640.086],[381390.2329,4899639.986],[381388.7329,4899640.186],[381388.0329,4899640.486],[381386.7329,4899641.386],[381385.533,4899643.286],[381361.4338,4899704.9858],[381361.1338,4899705.7858],[381361.1338,4899707.7858],[381361.9339,4899709.5858],[381363.3338,4899711.0858],[381366.0338,4899711.9858],[381413.1347,4899720.5861]],[[381540.0364,4899740.2868],[381539.4364,4899741.2868],[381538.4364,4899741.6868],[381536.6364,4899741.4868],[381426.6346,4899721.3863],[381420.1346,4899720.0861],[381381.1347,4899713.0859],[381377.3348,4899712.2859],[381366.1338,4899710.4858],[381364.4338,4899709.7858],[381363.2338,4899708.3858],[381362.6338,4899706.6858],[381362.9338,4899704.7858],[381367.4337,4899693.0858],[381387.533,4899643.186],[381388.433,4899642.086],[381389.7329,4899641.586],[381407.8328,4899645.3862],[381479.1334,4899661.4868],[381533.2343,4899674.0861],[381547.6342,4899677.5862],[381540.0364,4899740.2868]]]}"
2370,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[373636.3807,4902250.4761],[373636.3807,4902252.9761],[373636.3807,4902254.7761],[373636.3807,4902255.8761],[373636.4808,4902257.376],[373636.4808,4902259.976],[373636.4808,4902262.176],[373636.4808,4902262.676],[373636.5598,4902263.666],[373636.6009,4902266.4759],[373636.6709,4902271.3757],[373636.691,4902273.1757],[373636.721,4902275.4757],[373636.726,4902275.9257],[373636.751,4902277.8757],[373636.781,4902279.3756],[373636.787,4902279.8266],[373636.8511,4902284.7756],[373636.8511,4902284.9756],[373636.8811,4902288.1755],[373636.8811,4902288.1955],[373636.8811,4902288.9755],[373636.9802,4902293.6754],[373636.9802,4902295.5754],[373637.0803,4902297.5754],[373637.0803,4902300.4753],[373637.2803,4902303.8752],[373637.2704,4902306.5762],[373637.2734,4902306.6362],[373637.3804,4902309.2751],[373637.4804,4902311.2751],[373637.5605,4902314.875],[373637.5905,4902316.375],[373637.6905,4902318.676],[373637.6905,4902320.876],[373637.7005,4902321.175],[373637.6985,4902321.196],[373637.6805,4902321.376],[373637.7806,4902324.4759],[373637.7606,4902325.6759],[373637.9006,4902327.7759],[373637.8606,4902328.1759],[373637.9307,4902329.9758],[373637.9407,4902330.3158],[373638.1807,4902330.4758],[373638.2807,4902330.5758],[373638.4807,4902330.7758],[373638.5807,4902330.8758],[373638.8808,4902331.0758],[373639.0807,4902331.1758],[373639.2807,4902331.2758],[373639.5807,4902331.4758],[373639.6807,4902331.4758],[373639.4807,4902329.9758],[373639.4507,4902329.0059],[373640.0907,4902328.9359],[373642.1307,4902328.8059],[373643.6906,4902328.686],[373645.5906,4902328.576],[373648.0707,4902328.426],[373650.1707,4902328.2761],[373651.8007,4902328.1161],[373654.3108,4902327.9461],[373656.4208,4902327.7851],[373659.3209,4902327.4351],[373662.6909,4902327.2651],[373669.2821,4902326.7951],[373673.0922,4902326.5752],[373676.1822,4902326.4652],[373681.3723,4902326.1762],[373681.3823,4902326.1752],[373682.7824,4902326.0751],[373684.4824,4902325.9852],[373689.3825,4902325.4852],[373692.5825,4902325.1752],[373693.1826,4902325.1452],[373694.5126,4902324.9893],[373694.8826,4902324.9553],[373695.5826,4902324.9753],[373697.1227,4902324.8413],[373697.8826,4902324.7753],[373698.2826,4902324.7753],[373700.7827,4902324.5753],[373705.3828,4902324.3752],[373706.0828,4902324.2753],[373707.4829,4902324.1753],[373707.6129,4902324.1613],[373708.3829,4902324.0753],[373709.083,4902324.0753],[373709.4829,4902324.0753],[373711.3829,4902323.8753],[373711.4829,4902323.8753],[373713.283,4902323.7753],[373715.283,4902323.6753],[373716.183,4902323.5753],[373716.583,4902323.5853],[373716.683,4902323.5853],[373717.2831,4902323.5554],[373718.6831,4902323.5054],[373719.3831,4902323.4854],[373719.3941,4902323.4844],[373721.7831,4902323.3754],[373723.1832,4902323.2754],[373724.7842,4902323.1754],[373725.2843,4902323.0754],[373725.4843,4902323.0754],[373725.6843,4902323.0754],[373725.8843,4902322.9754],[373726.0843,4902322.9754],[373726.3843,4902322.7753],[373726.4843,4902322.7753],[373726.6843,4902322.6753],[373726.8842,4902322.5753],[373727.1842,4902322.3753],[373728.1843,4902321.7754],[373729.4843,4902320.9754],[373730.0843,4902320.4754],[373730.2844,4902320.3754],[373730.7844,4902320.0754],[373730.9844,4902320.0754],[373731.5843,4902319.7754],[373732.2843,4902319.4754],[373733.4844,4902319.1854],[373733.8844,4902319.0754],[373735.4845,4902318.6755],[373736.3844,4902318.4755],[373737.1844,4902318.3755],[373737.9845,4902318.1755],[373738.1545,4902318.1755],[373738.1845,4902318.1755],[373738.7845,4902318.1755],[373738.9845,4902318.0755],[373739.6845,4902318.0755],[373740.5846,4902317.9755],[373741.2846,4902317.9755],[373741.4846,4902317.9755],[373742.5845,4902317.9755],[373743.5846,4902318.0755],[373743.8846,4902318.0755],[373744.6846,4902318.1755],[373744.9846,4902318.2755],[373745.2846,4902318.3755],[373745.6846,4902318.3755],[373745.7446,4902318.4055],[373746.0847,4902318.5755],[373746.6847,4902318.6755],[373747.6847,4902319.0755],[373748.6847,4902319.4755],[373748.8848,4902319.5755],[373749.7848,4902319.9755],[373750.9847,4902320.4755],[373752.1848,4902321.0755],[373752.5848,4902321.3755],[373753.1848,4902321.6755],[373753.5848,4902321.9755],[373753.9848,4902322.2755],[373754.3848,4902322.4755],[373754.6848,4902322.7755],[373754.9849,4902323.1755],[373755.2849,4902323.3755],[373755.5849,4902323.6755],[373755.9849,4902324.0755],[373756.5849,4902324.7754],[373756.7849,4902324.9754],[373756.8849,4902325.0754],[373757.2849,4902325.4754],[373757.4849,4902325.7754],[373757.5849,4902325.8754],[373757.6849,4902326.0754],[373757.8849,4902326.2754],[373758.1849,4902326.6754],[373758.385,4902327.0754],[373758.485,4902327.1754],[373758.785,4902327.6754],[373758.985,4902328.0754],[373759.085,4902328.1754],[373759.285,4902328.7754],[373759.585,4902329.3754],[373759.985,4902330.4754],[373760.385,4902331.3754],[373760.385,4902331.5754],[373760.485,4902331.6754],[373760.785,4902332.5754],[373760.885,4902332.7754],[373761.185,4902333.8754],[373761.3851,4902334.5754],[373761.4851,4902334.9753],[373761.6851,4902335.9753],[373761.8851,4902337.0753],[373761.9851,4902337.7753],[373761.9851,4902338.1753],[373761.9851,4902338.4953],[373761.9851,4902338.5753],[373762.0851,4902339.1753],[373762.0851,4902339.9753],[373762.0851,4902340.1753],[373762.0851,4902340.9753],[373762.0851,4902341.4753],[373762.0851,4902341.7753],[373762.0851,4902342.5753],[373761.9852,4902343.2752],[373761.8852,4902343.9752],[373761.7851,4902344.2752],[373761.6851,4902344.5752],[373761.5851,4902345.0752],[373761.4851,4902345.2752],[373761.3851,4902345.5752],[373761.2851,4902345.7752],[373761.0851,4902346.2752],[373760.7851,4902346.7752],[373760.6851,4902346.9752],[373760.5551,4902347.1652],[373760.3751,4902347.5752],[373760.2851,4902347.7752],[373760.1051,4902348.1852],[373760.0152,4902348.3852],[373759.7751,4902349.0751],[373759.5751,4902349.7751],[373759.3851,4902350.3751],[373759.1851,4902351.1751],[373759.1851,4902351.5751],[373759.0851,4902351.5751],[373759.0851,4902351.8751],[373759.0851,4902351.9751],[373759.0851,4902352.2751],[373759.0851,4902352.6751],[373759.1851,4902353.5751],[373759.1851,4902353.7751],[373759.1851,4902353.9751],[373759.2051,4902354.3751],[373759.3652,4902355.7751],[373759.5952,4902358.8751],[373759.9852,4902363.7751],[373760.1852,4902365.975],[373760.3842,4902369.275],[373760.7843,4902374.3749],[373760.8463,4902375.1749],[373760.8843,4902375.6749],[373760.8843,4902376.5749],[373760.9843,4902377.4749],[373761.1743,4902379.8449],[373761.1843,4902379.9749],[373761.3943,4902383.1748],[373761.5643,4902384.7748],[373761.6383,4902385.5648],[373761.6943,4902386.1748],[373761.7943,4902387.4748],[373761.9143,4902388.8747],[373762.1144,4902391.2847],[373762.1944,4902392.1757],[373762.2844,4902393.2757],[373762.3844,4902393.4757],[373762.6844,4902396.8756],[373762.9845,4902399.2756],[373763.0845,4902400.4756],[373763.1845,4902400.9756],[373763.2845,4902401.6756],[373763.3845,4902402.1756],[373763.4845,4902402.5756],[373763.4845,4902402.7756],[373763.5845,4902402.8756],[373763.6845,4902403.2756],[373763.7845,4902403.4756],[373763.8845,4902403.6756],[373763.9845,4902403.9756],[373763.9845,4902404.1756],[373764.2845,4902404.6755],[373764.5845,4902405.2755],[373764.7845,4902405.5755],[373764.8845,4902405.8755],[373765.0845,4902406.2755],[373765.1845,4902406.4755],[373765.8845,4902408.1755],[373766.0845,4902408.5755],[373766.2845,4902409.0755],[373766.4845,4902409.6755],[373766.5845,4902409.8755],[373766.8845,4902410.7755],[373767.0846,4902411.5755],[373767.2846,4902412.3755],[373767.4846,4902413.0755],[373767.4846,4902413.1755],[373767.5846,4902413.8755],[373767.6846,4902414.2755],[373767.6846,4902414.5754],[373767.6946,4902414.9754],[373767.7846,4902415.2754],[373767.7846,4902415.9754],[373767.7846,4902416.1754],[373767.7846,4902416.7754],[373767.7846,4902417.4754],[373767.6846,4902418.2754],[373767.5846,4902419.0754],[373767.4847,4902419.6754],[373767.3947,4902419.8754],[373767.1847,4902420.6754],[373766.9846,4902421.3754],[373766.8846,4902421.4753],[373766.5846,4902422.3753],[373766.2846,4902423.2753],[373765.8846,4902424.1753],[373765.7846,4902424.4753],[373765.4847,4902425.1753],[373765.0846,4902426.0753],[373764.7846,4902426.8753],[373764.6846,4902427.1753],[373764.5846,4902427.6752],[373764.3846,4902428.3753],[373764.2846,4902428.7753],[373764.0846,4902429.1753],[373763.9846,4902429.5753],[373763.8846,4902429.7753],[373763.5847,4902430.8653],[373764.2847,4902431.7753],[373764.5846,4902431.0753],[373764.6846,4902431.0753],[373764.9846,4902430.3753],[373765.0846,4902430.1753],[373765.1846,4902430.0753],[373765.1846,4902429.8753],[373765.4846,4902429.2753],[373765.8847,4902428.2754],[373766.5847,4902426.5753],[373766.7047,4902426.3853],[373766.8046,4902426.0853],[373767.1846,4902425.1753],[373767.6646,4902423.8653],[373768.0847,4902422.7753],[373768.0947,4902422.6753],[373768.4747,4902421.5754],[373768.4947,4902421.2754],[373768.5847,4902420.9754],[373768.6846,4902420.6754],[373768.7846,4902420.3754],[373768.9846,4902419.0754],[373769.0846,4902418.2754],[373769.0846,4902417.8754],[373769.1846,4902417.1754],[373769.1846,4902416.5754],[373769.1847,4902415.2755],[373769.1847,4902414.6755],[373769.0847,4902413.9755],[373769.0846,4902413.3755],[373768.9846,4902412.6755],[373768.8846,4902412.0755],[373768.6846,4902411.3755],[373768.5846,4902410.7755],[373768.3846,4902410.2755],[373768.1846,4902409.4755],[373767.8846,4902408.8755],[373766.9846,4902406.6755],[373766.1845,4902404.8756],[373765.6845,4902403.7756],[373765.5845,4902403.5756],[373765.4845,4902403.4756],[373765.0845,4902402.3756],[373764.9845,4902402.1756],[373764.8845,4902401.8756],[373764.7845,4902401.4756],[373764.6845,4902401.3756],[373764.6845,4902401.1756],[373764.5845,4902400.8756],[373764.4845,4902400.4756],[373764.4745,4902400.3756],[373764.4444,4902399.9756],[373764.4044,4902399.6756],[373764.3044,4902398.4756],[373764.0444,4902395.2757],[373763.9844,4902394.6757],[373763.8745,4902392.8747],[373763.6844,4902389.8747],[373763.4744,4902387.4748],[373763.3264,4902385.4648],[373763.3044,4902385.1748],[373763.2644,4902384.4748],[373763.2644,4902384.3748],[373763.1044,4902383.0748],[373762.9843,4902381.8748],[373762.8843,4902380.0749],[373762.8653,4902379.7349],[373762.8443,4902379.3749],[373762.8043,4902378.9749],[373762.6443,4902377.4749],[373762.4843,4902374.9749],[373762.4643,4902374.8349],[373762.3842,4902374.2749],[373762.3842,4902374.0749],[373762.3843,4902373.4749],[373762.1843,4902370.675],[373761.9853,4902369.175],[373761.9853,4902368.175],[373761.7873,4902366.005],[373761.7853,4902365.975],[373761.4852,4902362.8751],[373760.8851,4902355.8751],[373760.8851,4902355.2751],[373760.8751,4902354.8751],[373760.7851,4902354.2751],[373760.7851,4902354.0751],[373760.7851,4902353.1751],[373760.7852,4902352.4751],[373760.7852,4902352.0751],[373760.8852,4902351.7751],[373760.8852,4902351.2751],[373760.9852,4902351.0751],[373761.0852,4902350.6751],[373761.0852,4902350.5751],[373761.2852,4902350.0751],[373761.4851,4902349.7752],[373761.4891,4902349.7642],[373761.7851,4902349.0752],[373762.2851,4902347.7752],[373762.3851,4902347.5752],[373762.5852,4902347.0752],[373762.5952,4902346.9752],[373762.7852,4902346.2752],[373762.9852,4902345.4752],[373763.1852,4902344.5752],[373763.3851,4902343.5753],[373763.5851,4902342.6753],[373763.5851,4902342.5753],[373763.5851,4902342.1753],[373763.6851,4902341.6753],[373763.6851,4902340.8753],[373763.6852,4902339.9753],[373763.6852,4902339.2753],[373763.6852,4902338.9753],[373763.6012,4902338.0453],[373763.5952,4902337.9753],[373763.5752,4902337.8753],[373763.5852,4902337.3753],[373763.4851,4902336.8753],[373763.2851,4902335.7754],[373763.0851,4902334.7754],[373763.0851,4902334.4754],[373762.8851,4902333.7754],[373762.6851,4902332.9754],[373762.3851,4902332.0754],[373762.0851,4902331.2754],[373762.0111,4902331.2014],[373761.9851,4902331.1754],[373761.6851,4902330.3754],[373761.295,4902329.4754],[373760.785,4902328.5754],[373760.285,4902327.6754],[373759.785,4902326.7754],[373759.385,4902326.1754],[373759.185,4902325.8755],[373758.685,4902324.9755],[373758.385,4902324.5755],[373758.085,4902324.1755],[373757.685,4902323.6755],[373757.4849,4902323.4755],[373757.2849,4902323.1755],[373756.8849,4902322.7755],[373756.5849,4902322.4755],[373756.2849,4902322.1755],[373755.5849,4902321.5755],[373754.8849,4902321.0755],[373754.5849,4902320.8755],[373754.1848,4902320.5755],[373753.3848,4902320.0755],[373752.4848,4902319.5755],[373751.4848,4902319.0755],[373750.3847,4902318.5755],[373749.8847,4902318.3755],[373749.1847,4902318.0755],[373748.1846,4902317.6755],[373747.1847,4902317.3755],[373746.2847,4902317.0756],[373745.9847,4902317.0756],[373745.8547,4902317.0316],[373745.3846,4902316.8756],[373744.6846,4902316.7756],[373744.3846,4902316.6756],[373743.2846,4902316.5756],[373742.7845,4902316.4755],[373742.1845,4902316.3755],[373741.8845,4902316.3755],[373741.0845,4902316.2755],[373739.9845,4902316.2755],[373738.8845,4902316.3755],[373738.0845,4902316.4755],[373737.8845,4902316.4755],[373736.8844,4902316.6755],[373735.7844,4902316.8755],[373735.0844,4902317.0755],[373734.5844,4902317.2755],[373733.3844,4902317.6655],[373732.0843,4902318.0654],[373731.6843,4902318.1854],[373730.8843,4902318.5754],[373729.5843,4902319.1754],[373728.2843,4902319.7754],[373727.4843,4902320.1754],[373727.0842,4902320.3754],[373726.6842,4902320.5754],[373726.1842,4902320.7754],[373726.0842,4902320.8754],[373725.6842,4902320.9755],[373725.1843,4902321.1754],[373724.7842,4902321.2754],[373724.5842,4902321.3754],[373723.9842,4902321.4754],[373723.6842,4902321.4754],[373722.7832,4902321.6754],[373721.5831,4902321.7754],[373720.8831,4902321.8754],[373720.2831,4902321.8754],[373719.2831,4902321.9754],[373717.0831,4902322.1754],[373716.183,4902322.1754],[373713.683,4902322.3753],[373712.983,4902322.3753],[373708.1828,4902322.7753],[373707.6029,4902322.8113],[373706.5829,4902322.8753],[373705.6828,4902322.8753],[373705.2228,4902322.9133],[373704.4828,4902322.9754],[373703.2827,4902323.0753],[373697.4826,4902323.4753],[373696.9726,4902323.5183],[373695.0826,4902323.6753],[373694.7826,4902323.6753],[373691.7825,4902323.8752],[373689.9825,4902323.9852],[373688.3825,4902324.0952],[373684.6823,4902324.3652],[373681.0823,4902324.6852],[373680.8823,4902324.6952],[373676.0822,4902324.9752],[373674.8822,4902325.0752],[373670.5821,4902325.4752],[373662.9809,4902326.0751],[373662.2809,4902326.0751],[373658.3809,4902326.3751],[373656.6808,4902326.5751],[373651.1807,4902326.9761],[373646.1806,4902327.276],[373645.4806,4902327.376],[373642.8806,4902327.576],[373640.8807,4902327.6759],[373639.8807,4902327.7759],[373639.6807,4902327.7759],[373639.4807,4902327.7759],[373639.4807,4902327.5759],[373639.4807,4902326.6759],[373639.3807,4902324.0759],[373639.3806,4902323.6759],[373639.2806,4902322.6759],[373639.2806,4902321.676],[373639.2806,4902320.876],[373639.2006,4902319.476],[373638.9705,4902314.5751],[373638.8705,4902311.9751],[373638.7904,4902310.4751],[373638.7804,4902309.0752],[373638.7004,4902307.8752],[373638.6803,4902306.5753],[373638.6803,4902306.1753],[373638.6803,4902306.0753],[373638.6003,4902305.0753],[373638.5603,4902302.8753],[373638.6003,4902300.5754],[373638.5803,4902300.4754],[373638.4812,4902294.7754],[373638.4812,4902293.6754],[373638.4812,4902293.4755],[373638.4812,4902293.3755],[373638.3811,4902288.1755],[373638.3311,4902286.6755],[373638.3011,4902284.5756],[373638.241,4902280.7756],[373638.225,4902279.6546],[373638.172,4902275.7858],[373638.1509,4902274.2758],[373638.1409,4902274.1758],[373638.0909,4902270.6759],[373638.0208,4902265.6759],[373637.9808,4902263.576],[373637.8808,4902261.376],[373637.8808,4902259.806],[373637.8808,4902259.776],[373637.8807,4902257.5761],[373637.7807,4902254.8761],[373637.7807,4902251.2761],[373637.6806,4902249.4762],[373637.4806,4902249.6762],[373637.0807,4902249.8762],[373636.4807,4902250.3761],[373636.3807,4902250.4761]]]}"
736,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[378333.8734,4899762.7102],[378317.0092,4899762.8309],[378316.9932,4899764.7009],[378333.9334,4899764.8401],[378333.8734,4899762.7102]]]}"
739,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[377281.6832,4899754.4223],[377272.5492,4899760.1645],[377274.1272,4899763.5504],[377283.2322,4899757.0303],[377284.2832,4899756.5523],[377283.1832,4899754.5523],[377282.0832,4899755.1524],[377281.6832,4899754.4223]]]}"
785,1,Concrete,,,"{""type"":""Polygon"",""coordinates"":[[[380828.1291,4899571.1814],[380825.9289,4899571.4814],[380823.9288,4899572.5814],[380822.4288,4899574.1814],[380821.6287,4899576.3814],[380807.3582,4899646.5822],[380806.129,4899654.0823],[380807.5291,4899654.4823],[380817.6292,4899605.1818],[380818.2292,4899601.5817],[380823.2287,4899576.5814],[380824.0288,4899574.7814],[380825.3289,4899573.4814],[380827.1289,4899572.8814],[380828.4291,4899572.8814],[380859.0304,4899578.2815],[380884.0306,4899583.0816],[380903.7314,4899586.5817],[380905.1315,4899586.8817],[380906.6315,4899587.5817],[380907.7316,4899588.8818],[380908.0316,4899590.4818],[380907.9316,4899591.3818],[380899.5317,4899632.3834],[380891.4109,4899670.5539],[380874.6211,4899667.5139],[380873.311,4899667.5738],[380872.691,4899668.5739],[380869.7308,4899668.4838],[380869.4918,4899669.7039],[380872.871,4899670.0738],[380873.311,4899670.2638],[380873.561,4899670.7038],[380873.0399,4899673.8459],[380878.2312,4899674.8839],[380879.3713,4899669.7638],[380891.1108,4899672.004],[380888.2015,4899685.9641],[380886.5414,4899685.8641],[380884.6514,4899685.0441],[380883.2382,4899684.7631],[380882.7172,4899687.4531],[380884.0913,4899687.7041],[380884.9113,4899687.3941],[380886.5414,4899687.6042],[380887.8215,4899687.9942],[380885.4612,4899699.0944],[380875.0307,4899697.1443],[380873.4307,4899696.6942],[380871.7006,4899695.5442],[380869.4005,4899694.4642],[380867.7475,4899694.3031],[380866.8934,4899698.7042],[380869.9105,4899698.9943],[380871.7006,4899698.9343],[380885.0312,4899701.1743],[380876.0312,4899744.3849],[380875.7112,4899745.5249],[380875.2512,4899746.365],[380874.5912,4899746.935],[380873.2811,4899747.545],[380871.771,4899747.6849],[380869.2309,4899747.3849],[380859.9305,4899745.5848],[380779.1279,4899729.5839],[380657.7245,4899706.0819],[380656.2245,4899705.3819],[380655.1245,4899704.0819],[380654.8244,4899701.9818],[380656.0246,4899692.6818],[380673.7249,4899560.18],[380675.624,4899549.08],[380676.2241,4899547.4799],[380677.5242,4899546.3799],[380679.2242,4899545.8799],[380679.9243,4899545.9799],[380748.8264,4899558.581],[380803.5289,4899568.3813],[380809.2282,4899569.4812],[380810.6282,4899570.1813],[380811.5283,4899571.3813],[380811.6283,4899573.0813],[380800.128,4899630.482],[380795.5286,4899652.6822],[380795.5286,4899652.8822],[380797.0286,4899653.0822],[380813.1283,4899573.6813],[380813.1283,4899571.6813],[380812.3283,4899569.7813],[380810.9282,4899568.3812],[380809.0282,4899567.6813],[380806.1281,4899567.0813],[380679.8243,4899544.2799],[380677.7242,4899544.4799],[380675.9241,4899545.4799],[380674.524,4899547.0799],[380673.825,4899549.0799],[380669.2244,4899582.2801],[380664.9238,4899615.4814],[380653.2244,4899702.0818],[380653.2244,4899703.3818],[380654.1244,4899705.4819],[380655.3245,4899706.5819],[380657.1245,4899707.3829],[380746.0264,4899724.7837],[380806.8291,4899736.4842],[380870.1309,4899748.985],[380872.431,4899749.285],[380873.931,4899748.885],[380875.5312,4899747.985],[380876.8312,4899746.485],[380877.6313,4899743.9849],[380881.6307,4899723.4846],[380883.831,4899714.2846],[380904.2311,4899616.5822],[380909.3316,4899590.3818],[380909.3316,4899589.0818],[380908.8317,4899587.3817],[380907.5317,4899585.9817],[380905.9315,4899585.2817],[380871.23,4899579.0815],[380831.5292,4899571.6814],[380828.1291,4899571.1814]]]}"
830,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[377296.6932,4899702.8525],[377295.1582,4899703.8115],[377285.6232,4899708.5027],[377287.0012,4899711.0437],[377296.3792,4899706.1946],[377296.1932,4899705.8526],[377297.7932,4899704.8525],[377296.6932,4899702.8525]]]}"
831,3,Paved,6,PAVEMENT,"{""type"":""Polygon"",""coordinates"":[[[380507.1595,4899705.481],[380506.8994,4899710.4019],[380509.0096,4899710.5089],[380508.9996,4899705.559],[380507.1595,4899705.481]]]}"
832,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[378139.0039,4899681.7695],[378137.6637,4899690.8903],[378134.9538,4899690.6703],[378133.0336,4899708.2301],[378136.9286,4899708.52],[378137.0936,4899706.9501],[378135.8936,4899706.8501],[378137.5937,4899691.3503],[378139.0937,4899691.5503],[378139.9938,4899683.2505],[378155.1128,4899684.8503],[378155.4639,4899682.7203],[378151.2039,4899681.9104],[378150.8939,4899682.9704],[378139.0039,4899681.7695]]]}"
833,3,Paved,6,PAVEMENT,"{""type"":""Polygon"",""coordinates"":[[[378996.5652,4899708.457],[378996.6952,4899707.457],[378997.7152,4899707.727],[378998.3651,4899699.2861],[378999.1151,4899699.3061],[378999.7851,4899692.8662],[378996.785,4899692.8562],[378996.2851,4899698.8561],[378996.8551,4899698.8861],[378996.1552,4899705.9559],[378995.2252,4899705.8159],[378994.9752,4899708.4569],[378996.5652,4899708.457]]]}"
837,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[378405.9638,4899698.3541],[378405.3127,4899702.851],[378407.0028,4899702.891],[378407.8939,4899698.851],[378405.9638,4899698.3541]]]}"
838,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[380540.9201,4899608.18],[380540.121,4899608.68],[380539.0209,4899610.18],[380538.5209,4899611.98],[380534.0209,4899691.8811],[380534.1209,4899693.1611],[380534.9209,4899694.8611],[380536.421,4899696.0711],[380538.021,4899696.5611],[380545.2204,4899696.9612],[380582.7221,4899698.7914],[380638.7237,4899701.7818],[380640.8238,4899701.5818],[380642.1239,4899700.5918],[380642.7239,4899699.1818],[380648.4237,4899656.8816],[380654.0243,4899617.1014],[380654.0243,4899615.9014],[380653.3244,4899614.3013],[380652.1242,4899613.2013],[380651.9242,4899613.0813],[380652.2242,4899614.5813],[380606.7222,4899612.3812],[380551.8206,4899610.1801],[380541.0211,4899609.68],[380540.9201,4899608.18]],[[380540.9211,4899610.68],[380584.6221,4899612.7801],[380652.8242,4899615.5813],[380641.5238,4899697.7818],[380641.3238,4899698.8818],[380640.8238,4899700.0818],[380639.7238,4899700.5918],[380634.7235,4899700.3917],[380591.2225,4899697.7915],[380539.0212,4899695.1711],[380537.621,4899695.0711],[380536.221,4899694.6711],[380535.221,4899693.5711],[380534.9209,4899692.0711],[380537.5205,4899650.5811],[380539.6209,4899611.88],[380540.1211,4899611.08],[380540.9211,4899610.68]]]}"
839,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[380401.1166,4899603.0796],[380398.2164,4899603.6796],[380396.4163,4899604.9796],[380395.1162,4899606.8796],[380394.6162,4899608.9796],[380390.5163,4899683.4803],[380390.5163,4899686.2803],[380391.6164,4899688.3803],[380392.8164,4899689.1803],[380394.4164,4899689.3803],[380434.8173,4899691.2806],[380519.4302,4899695.5811],[380521.1303,4899695.3811],[380522.9204,4899694.4811],[380524.1204,4899692.8811],[380524.6205,4899690.981],[380524.7205,4899689.381],[380528.9104,4899613.08],[380528.9105,4899612.08],[380528.1105,4899610.4799],[380526.8104,4899609.2799],[380525.1103,4899608.78],[380511.5097,4899608.0799],[380401.1166,4899603.0796]],[[380401.8166,4899604.5797],[380439.6273,4899606.4798],[380509.4196,4899609.4799],[380524.5103,4899610.2799],[380526.1103,4899610.7799],[380527.1104,4899611.8799],[380527.6104,4899613.38],[380525.3199,4899651.381],[380523.3205,4899688.581],[380523.1204,4899690.881],[380522.7204,4899692.381],[380521.5303,4899693.5811],[380519.9303,4899694.181],[380519.5302,4899694.181],[380496.3192,4899692.7808],[380445.1178,4899690.2806],[380435.8174,4899689.6805],[380395.1165,4899687.8803],[380394.0164,4899687.7803],[380392.8164,4899687.3803],[380392.1164,4899686.2803],[380392.0164,4899685.6803],[380392.3164,4899677.4803],[380394.2158,4899644.2794],[380395.9162,4899609.9796],[380396.4162,4899607.8796],[380397.6164,4899606.1796],[380399.4164,4899605.0796],[380401.8166,4899604.5797]]]}"
