NAME,ACTIVITIES,TYPE,MAP_LABEL,ACCESSIBLE,GeoJSON
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371074.7056,4898057.5265],[371076.661,4898057.3916],[371080.0476,4898056.545],[371082.7993,4898056.0158],[371084.916,4898054.3225],[371089.8902,4898052.5233],[371093.7002,4898052.2058],[371097.0869,4898052.9466],[371100.0502,4898055.0633],[371102.3785,4898057.6033],[371104.1777,4898061.2017],[371105.9769,4898064.9058],[371108.1994,4898070.3033],[371110.6335,4898075.4892],[371113.2794,4898080.9925],[371115.8194,4898085.6492],[371118.3594,4898090.7292],[371120.3702,4898096.9734],[371120.8994,4898108.2976],[371121.3227,4898116.6584],[371122.2752,4898122.1618],[371123.2277,4898127.4535],[371124.6036,4898133.486],[371126.1911,4898138.8835],[371128.0961,4898143.5402],[371129.1544,4898148.3027],[371129.3185,4898150.0534]]}"
Waterfront Pathway,"WALKING, BICYCLING",Trail-Paved Pathway,Waterfront Pathway,Y,"{""type"":""MultiLineString"",""coordinates"":[[[381851.9522,4899278.4633],[381815.9521,4899313.2933],[381789.2456,4899361.1634],[381774.688,4899381.5132]],[[381851.9522,4899278.4633],[381856.6994,4899272.8977],[381879.6164,4899224.7718],[381917.4609,4899150.9972],[381918.046476527,4899150.29790796],[381918.689273989,4899149.65082169],[381919.384656571,4899149.06060792],[381920.127609217,4899148.53152325],[381920.9127738,4899148.0673834],[381921.734487762,4899147.67153572],[381922.586824953,4899147.34683503],[381923.463638371,4899147.09562306],[381924.358604492,4899146.91971153],[381925.265268877,4899146.82036911],[381926.177092718,4899146.79831224],[381927.0875,4899146.8537],[381928.688184806,4899147.17862637],[381930.256209613,4899147.63586503],[381931.780657709,4899148.22223266],[381933.250915765,4899148.93364691],[381934.656747727,4899149.76515487],[381935.988366083,4899150.71096751],[381937.2365,4899151.7645],[381937.920207817,4899152.63216665],[381938.526944121,4899153.55529873],[381939.052233582,4899154.52708717],[381939.492201631,4899155.54036399],[381939.843603032,4899156.58765518],[381940.103845826,4899157.66123587],[381940.271010444,4899158.75318723],[381940.343863868,4899159.85545497],[381940.321868726,4899160.95990868],[381940.205187256,4899162.05840184],[381939.994680109,4899163.14283189],[381939.6919,4899164.2052],[381934.2901,4899175.8275],[381932.683423456,4899179.72967385],[381931.429636377,4899183.75911404],[381930.538646605,4899187.88397858],[381930.017495042,4899192.07167142],[381929.8703,4899196.2891],[381929.370324973,4899200.18504944],[381928.559426492,4899204.02833458],[381927.442831369,4899207.79418273],[381926.027736848,4899211.45832036],[381924.323264215,4899214.99712949],[381922.3404,4899218.3878],[381922.013,4899249.4895],[381919.885,4899259.3111],[381919.172620045,4899260.9752531],[381918.324069452,4899262.57426925],[381917.345248465,4899264.09702997],[381916.242963136,4899265.53294703],[381915.024878008,4899266.87203604],[381913.699462814,4899268.10498588],[381912.275933588,4899269.22322346],[381910.764188583,4899270.21897332],[381909.174739444,4899271.08531169],[381907.518638116,4899271.81621465],[381905.8074,4899272.4066],[381902.367798191,4899273.23005883],[381898.86837118,4899273.74285085],[381895.337120361,4899273.94087282],[381891.802301772,4899273.82254025],[381888.2922,4899273.3888],[381883.188747839,4899272.10742302],[381877.991278982,4899271.2867718],[381872.7413,4899270.9334],[381870.995410869,4899270.77081419],[381869.241986151,4899270.76276707],[381867.494678262,4899270.9093213],[381865.767091993,4899271.20933578],[381864.072678582,4899271.66047455],[381862.424630976,4899272.25922499],[381860.83578111,4899273.00092513],[381859.3185,4899273.8798],[381851.9522,4899278.4633]]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371605.9903,4899273.3528],[371595.4471,4899268.9947],[371587.4359,4899264.8959],[371582.6522,4899263.0859],[371574.7147,4899259.3817],[371565.2955,4899254.09],[371561.185,4899252.0579],[371557.4145,4899249.4485],[371554.0644,4899246.3176],[371551.2063,4899242.732],[371548.9011,4899238.7682],[371547.198,4899234.5108],[371542.118,4899219.2708],[371540.213,4899210.3808],[371537.038,4899195.5641],[371536.1517,4899188.6231],[371534.5784,4899181.8049],[371532.3336,4899175.1774],[371529.4397,4899168.8065],[371525.9254,4899162.7557],[371520.4221,4899156.4056],[371517.0354,4899152.5956],[371503.4887,4899139.5781],[371490.577,4899127.9364],[371475.0195,4899114.3897],[371463.1662,4899102.748],[371459.9912,4899099.1497],[371456.5046,4899093.0188],[371453.6881,4899086.5527],[371451.5735,4899079.8242],[371450.1847,4899072.9094],[371449.5373,4899065.8862],[371449.6387,4899058.834],[371450.4878,4899051.8324],[371452.0748,4899044.9603],[371454.382,4899038.2954],[371463.0603,4899018.7162],[371474.2787,4899002.947],[371487.402,4898989.2945],[371490.577,4898984.6378],[371492.3465,4898980.9353],[371493.5275,4898977.0053],[371494.0921,4898972.9408],[371494.0269,4898968.8377],[371493.3335,4898964.7931],[371492.0283,4898960.9027],[371490.1421,4898957.2583],[371487.7195,4898953.9461]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371586.1238,4898845.5016],[371586.2727,4898845.7799],[371585.9949,4898850.979],[371584.4074,4898857.8846],[371583.4946,4898864.5918],[371581.8277,4898872.0928],[371581.1133,4898878.4825],[371579.883,4898884.7928],[371578.133,4898891.7282],[371577.8275,4898896.6709]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371577.8275,4898896.6709],[371578.9388,4898898.2584],[371581.1613,4898900.8778],[371583.9394,4898903.4972],[371586.7176,4898907.3866],[371589.7338,4898910.8791],[371594.0995,4898916.1972],[371596.5601,4898919.6897],[371599.1795,4898923.1822],[371601.2432,4898927.6273],[371604.4976,4898932.9454],[371606.9582,4898938.581],[371608.7045,4898943.8992],[371610.1332,4898948.106],[371610.2126,4898951.5986],[371610.2126,4898955.0911],[371609.2601,4898959.9329],[371607.2757,4898964.5367],[371604.6563,4898970.4105],[371603.4657,4898976.2049],[371601.1638,4898981.9992],[371599.8145,4898987.5555],[371599.0207,4898991.8418],[371598.5445,4899002.0812],[371598.3857,4899012.638],[371597.7507,4899020.8137],[371598.3063,4899032.0056],[371598.0682,4899045.1819],[371597.2745,4899058.4375],[371594.9726,4899068.5975],[371594.0995,4899070.0263],[371591.3213,4899071.8519],[371588.0669,4899073.36],[371582.2726,4899074.0744],[371568.4587,4899073.932],[371562.891,4899072.7332],[371558.5208,4899073.2231],[371556.8306,4899073.9931],[371550.3199,4899078.3629],[371543.8692,4899083.2128],[371541.817,4899083.2923],[371538.6096,4899081.6614],[371534.3233,4899077.3751],[371531.7833,4899075.6289],[371527.9733,4899072.692],[371524.8777,4899068.882],[371515.7496,4899061.3413],[371511.1458,4899056.4994],[371504.9545,4899050.9432],[371500.4301,4899045.8632],[371495.9058,4899041.6563],[371492.0164,4899037.9257],[371487.1745,4899032.1313],[371483.8407,4899026.7338],[371480.2689,4899021.0187],[371476.3001,4899016.0975],[371472.1726,4899012.0493],[371469.1635,4899010.1372]]}"
Little Cataraqui Creek CA Trails,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Little Cataraqui Creek CA Trails,N,"{""type"":""LineString"",""coordinates"":[[379371.9302,4905272.4928],[379390.8281,4905269.0926],[379405.4731,4905267.5776],[379429.7131,4905269.5976],[379457.993,4905272.1226],[379481.6855,4905271.4671]]}"
Little Cataraqui Creek CA Trails,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Little Cataraqui Creek CA Trails,N,"{""type"":""LineString"",""coordinates"":[[378532.1486,4904173.4016],[378519.3267,4904181.0947],[378519.8396,4904211.3543],[378511.1207,4904270.8478],[378508.0435,4904352.395],[378502.4019,4904525.7467],[378502.436286242,4904527.19356075],[378502.600675578,4904528.6314636],[378502.893735286,4904530.04875131],[378503.3130895,4904531.43393378],[378503.855338471,4904532.7757812],[378504.516086131,4904534.06341507],[378505.289975728,4904535.2863964],[378506.170733258,4904536.43481036],[378507.151218328,4904537.49934663],[378508.223482042,4904538.47137491],[378509.378831446,4904539.34301486],[378510.6079,4904540.1072],[378520.042980511,4904547.856621],[378528.785393971,4904556.37979394],[378536.771893277,4904565.61505782],[378543.9447,4904575.4956],[378551.713946286,4904584.14714417],[378559.407275545,4904592.86626622],[378567.0241,4904601.6523],[378577.958744625,4904611.64049493],[378587.903829318,4904622.61436304],[378596.7709,4904634.4763],[378618.8245,4904663.1973],[378632.1592,4904679.6093],[378660.3674,4904704.7401],[378667.0347,4904709.356],[378667.513689497,4904709.69626092],[378668.020733766,4904709.99310184],[378668.551907619,4904710.24422485],[378669.103099077,4904710.44768592],[378669.670041195,4904710.60190998],[378670.248345099,4904710.70570316],[378670.833533959,4904710.75826194],[378671.421077648,4904710.75917946],[378672.006427808,4904710.70844861],[378672.585053061,4904710.60646213],[378673.152474092,4904710.4540095],[378673.704298317,4904710.25227093],[378674.236253896,4904710.00280813],[378674.744222795,4904709.70755226],[378675.224272671,4904709.368789],[378675.672687307,4904708.98914082],[378676.085995388,4904708.57154669],[378676.460997368,4904708.11923934],[378676.794790241,4904707.63572021],[378677.084790012,4904707.12473238],[378677.328751704,4904706.59023157],[378677.524786734,4904706.0363555],[378677.671377534,4904705.46739191],[378677.7673893,4904704.88774532],[378677.812078773,4904704.30190296],[378677.8051,4904703.7144],[378677.8051,4904503.1802],[378681.9081,4904486.7682],[378681.3953,4904439.5837],[378679.3438,4904416.5044],[378679.8566,4904389.8349],[378679.636096544,4904387.45770969],[378679.210837412,4904385.10849489],[378678.584009068,4904382.80485825],[378677.760308339,4904380.56406093],[378676.745907212,4904378.40289322],[378675.548406595,4904376.33754874],[378674.17677936,4904374.38350313],[378672.641303108,4904372.55539804],[378670.953483163,4904370.86693147],[378669.125966359,4904369.3307551],[378667.172446278,4904367.95837949],[378665.107560645,4904366.76008785],[378662.946781647,4904365.74485898],[378660.7063,4904364.9203],[378571.1271,4904358.5495],[378558.8181,4904357.5237],[378539.8417,4904356.498],[378509.0692,4904352.395]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[370928.878,4898202.3419],[370928.8757,4898202.3397],[370929.4465,4898201.0078],[370930.9282,4898199.1028],[370932.304,4898196.9861],[370934.1032,4898194.0228],[370937.0665,4898192.3294],[370941.194,4898188.5194],[370942.3582,4898187.3552],[370944.2632,4898186.0852],[370946.274,4898185.1327],[370949.4491,4898184.0744],[370953.2591,4898181.7461],[370956.6457,4898179.8411],[370959.6091,4898177.7244],[370962.5724,4898174.126],[370966.8058,4898168.8344],[370970.2983,4898165.9769],[370974.3199,4898164.1777],[370977.9183,4898162.5902],[370982.2575,4898160.4735],[370985.0091,4898158.1452],[370987.8666,4898156.7693],[370991.3591,4898154.0177],[370992.9466,4898151.266],[370994.9575,4898148.1968],[370996.7566,4898145.6568],[370998.9792,4898142.5876],[371001.0958,4898138.6718],[371003.9533,4898135.4968],[371006.3875,4898132.851],[371009.3508,4898129.041],[371012.8433,4898125.5484],[371015.1717,4898122.9026],[371016.6534,4898120.9976],[371019.0875,4898117.0818],[371021.31,4898113.5893],[371023.0034,4898109.3559],[371023.7651,4898106.4476],[371025.1506,4898104.8019]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371589.6392,4899266.0232],[371594.3071,4899242.5938],[371598.0775,4899226.0573],[371602.3108,4899213.225],[371605.1551,4899194.7703],[371604.8244,4899184.1869],[371607.6686,4899142.3166]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371321.3514,4898224.9559],[371321.2646,4898225.1501],[371321.8277,4898226.464],[371322.6214,4898228.7659],[371323.0977,4898231.1472],[371323.8914,4898233.6078],[371324.2883,4898236.9416],[371324.2883,4898241.2278],[371323.4946,4898245.1172],[371322.6214,4898248.9272],[371322.0658,4898253.3722],[371320.7164,4898260.1191],[371319.8433,4898264.8022],[371319.6052,4898268.136],[371319.6846,4898272.8191],[371320.0814,4898278.3754],[371320.4783,4898283.376],[371320.9546,4898287.9004],[371321.1133,4898291.7898],[371321.0339,4898295.5204],[371319.8433,4898300.8386],[371319.8433,4898304.4104],[371319.5258,4898308.9348],[371320.2402,4898313.8561],[371320.7958,4898319.0155],[371322.4627,4898323.778],[371324.0502,4898327.0324],[371329.924,4898336.6368],[371332.8608,4898341.0818],[371336.0358,4898344.4949],[371339.6871,4898349.813],[371342.4652,4898353.9405],[371345.4021,4898359.5762],[371347.503,4898362.2332],[371348.3977,4898364.7559],[371349.2577,4898366.0058],[371352.4235,4898369.0086],[371356.0748,4898374.3267],[371359.0116,4898378.0574],[371363.6948,4898382.6214],[371367.7304,4898385.0226]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[370867.8123,4898265.2119],[370867.7162,4898271.1238],[370866.9886,4898283.427],[370866.261,4898293.9442],[370866.1948,4898299.1697],[370867.3193,4898305.3874],[370870.0974,4898313.1927],[370872.0818,4898318.0213],[370873.9339,4898323.0484],[370877.7042,4898331.0521],[370881.9376,4898338.9234],[370886.4355,4898346.6625],[370889.6105,4898353.9386],[370892.142,4898358.1774],[370892.6109,4898359.1873],[370893.9602,4898361.9654],[370895.389,4898364.5451],[370898.1671,4898367.7598],[370903.3265,4898372.7207],[370911.0259,4898379.7851],[370917.7331,4898385.6192],[370926.2659,4898391.2548],[370933.1319,4898396.1364],[370936.5847,4898399.1527],[370939.6407,4898401.2561],[370942.4188,4898403.042],[370944.1253,4898404.8677],[370945.5144,4898406.4552],[370949.0466,4898410.4239],[370951.3485,4898413.3608],[370954.4044,4898418.0439],[370955.7935,4898420.4649],[370957.5397,4898423.6796],[370959.8813,4898427.9658],[370962.3816,4898432.2918],[370964.9216,4898436.459],[370966.5091,4898438.999],[370967.5741,4898440.4277],[370968.1519,4898441.4373]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[370749.4818,4897572.6483],[370752.4815,4897572.563],[370754.704,4897572.563],[370756.5297,4897572.9598],[370758.6728,4897574.7855],[370760.0222,4897576.373],[370761.5303,4897578.913],[370762.7209,4897580.9767],[370765.6578,4897584.4692],[370766.9278,4897586.1361],[370768.6741,4897587.3267],[370770.8966,4897588.9936],[370772.4047,4897590.4224],[370774.2303,4897591.8511],[370775.7385,4897593.5974],[370778.2785,4897597.328],[370779.0722,4897598.6774],[370781.2596,4897600.3701]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371456.5084,4898810.2196],[371466.2413,4898816.8789],[371474.09,4898821.4574],[371479.4875,4898826.9342],[371484.0515,4898832.9668],[371486.79,4898836.9355],[371489.0125,4898839.793],[371492.5447,4898843.9602],[371494.1322,4898846.6193],[371498.4185,4898849.8737],[371501.911,4898853.6837],[371505.6019,4898856.819],[371508.0228,4898859.3987],[371510.6819,4898861.4624],[371512.7457,4898862.9706],[371514.8888,4898864.5581],[371516.6747,4898865.7884],[371522.9454,4898870.2334],[371526.2791,4898873.3687],[371529.8907,4898875.9484],[371532.0735,4898877.8931],[371533.7801,4898879.7981],[371535.8438,4898881.9412],[371537.987,4898884.005],[371539.892,4898885.9894],[371541.4398,4898887.299],[371543.7417,4898888.8072],[371547.3136,4898890.4741],[371551.0045,4898891.9028],[371554.3383,4898892.8156],[371558.7436,4898893.4109],[371561.6805,4898893.5697],[371564.6967,4898893.8078],[371567.2764,4898894.3634],[371568.8639,4898894.9191],[371570.888,4898895.2763],[371571.9595,4898895.7525],[371575.0155,4898896.3478],[371577.8275,4898896.6709]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371025.1506,4898104.8019],[371022.9185,4898102.5483],[371022.1567,4898101.1009],[371016.7592,4898096.2326],[371009.7742,4898089.8825],[371001.7308,4898082.6859],[370998.2383,4898078.135],[370994.005,4898072.1025],[370990.5125,4898066.5992],[370988.29,4898061.0958],[370986.7962,4898057.7152],[370985.5383,4898053.2641],[370983.4216,4898047.655],[370983.1041,4898042.8924],[370982.2575,4898034.7433],[370982.3633,4898028.8166],[370981.4108,4898024.2657]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,Y,"{""type"":""LineString"",""coordinates"":[[371371.2114,4898796.5358],[371371.3936,4898796.7872],[371400.522,4898834.8667],[371401.6154,4898836.1573],[371402.6924,4898837.4617],[371403.7527,4898838.7796],[371404.7963,4898840.1108],[371405.823,4898841.4552],[371406.8326,4898842.8123],[371407.825,4898844.1822],[371408.8,4898845.5645],[371409.7573,4898846.959],[371410.697,4898848.3655],[371411.6188,4898849.7838],[371412.5226,4898851.2136],[371413.4082,4898852.6548],[371414.2755,4898854.107],[371415.1244,4898855.5701],[371415.9547,4898857.0438],[371416.7663,4898858.5279],[371417.5591,4898860.0221],[371418.3329,4898861.5263],[371419.0876,4898863.0401],[371419.8231,4898864.5634],[371420.5392,4898866.0958],[371421.236,4898867.6371],[371421.9131,4898869.1872],[371422.5707,4898870.7457],[371423.2084,4898872.3124],[371423.8263,4898873.887],[371424.4242,4898875.4693],[371425.002,4898877.0591],[371425.5597,4898878.656]]}"
Helen A. Henderson Loop,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Helen A. Henderson Loop,N,"{""type"":""LineString"",""coordinates"":[[377415.5609,4900094.7688],[377431.467,4900090.3644],[377446.4109,4900085.6261],[377457.7289,4900079.8244]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[370938.6533,4897658.5884],[370937.902,4897658.6757],[370932.6632,4897656.6213],[370925.5194,4897652.4937],[370913.1369,4897643.6037],[370897.8968,4897633.92],[370880.1168,4897621.6962],[370871.5443,4897614.5524],[370871.1516,4897614.4698],[370861.7392,4897608.1832],[370857.2974,4897605.8454],[370853.7931,4897604.001],[370849.5733,4897601.7994]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371595.4471,4899268.9947],[371596.0424,4899282.4223],[371597.9606,4899293.4687],[371599.2174,4899298.3635],[371599.5481,4899302.2661],[371600.1434,4899307.227],[371600.2757,4899311.6588],[371599.6804,4899316.2229],[371598.9528,4899320.787],[371598.4898,4899325.0203],[371597.8283,4899328.7245],[371597.4314,4899332.0318],[371597.3653,4899335.2729],[371596.307,4899340.5646],[371595.9101,4899348.8329],[371595.6455,4899354.323],[371595.3809,4899359.1516],[371594.9179,4899368.9412],[371594.7856,4899372.7777],[371595.2486,4899377.1433],[371595.3148,4899379.8553],[371595.4471,4899383.4933],[371595.7778,4899386.3376],[371596.0424,4899389.0496],[371596.0424,4899391.6293],[371595.7699,4899394.4207]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371140.6902,4898928.0217],[371140.2678,4898931.1908],[371138.1211,4898935.1196],[371135.2107,4898939.7498],[371132.6972,4898943.0571],[371129.456,4898946.6952],[371127.3393,4898948.6795],[371123.1721,4898950.4655],[371119.2695,4898951.3915],[371113.9779,4898952.3176],[371098.4336,4898953.1775],[371086.5934,4898952.2514],[371078.5898,4898951.2592],[371075.6132,4898950.5978],[371072.2398,4898950.267],[371070.7086,4898950.2944],[371063.4423,4898949.804]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371504.3682,4898016.135],[371501.9744,4898018.7443],[371490.7466,4898030.3489],[371480.0103,4898042.2555],[371466.2519,4898057.403],[371455.5363,4898070.6983],[371448.7894,4898080.1572],[371441.1165,4898094.5108],[371437.28,4898102.2499],[371427.755,4898120.5724],[371420.5451,4898135.2568],[371414.3273,4898149.6766],[371409.4325,4898161.3844],[371404.0747,4898176.5318],[371400.7674,4898185.5277],[371396.6002,4898197.9631],[371392.7638,4898212.1845],[371390.2502,4898221.5111],[371388.6213,4898226.2509],[371387.5162,4898232.0779],[371386.4403,4898236.4722],[371384.3545,4898244.8151],[371380.5906,4898263.6349],[371375.6854,4898289.892],[371375.2583,4898292.1783],[371372.1217,4898306.9204],[371370.6549,4898316.1399],[371369.926,4898320.7216],[371368.6714,4898338.2868],[371368.044,4898351.4606],[371368.044,4898360.5569],[371367.7304,4898374.358],[371367.7304,4898385.0226],[371366.7894,4898397.2555],[371364.1797,4898403.661],[371363.3391,4898405.7244],[371359.8888,4898411.0566],[371356.6575,4898415.4419],[371356.5541,4898415.531],[371355.6339,4898416.2448],[371345.9378,4898425.2286],[371341.6963,4898428.6218],[371339.594,4898431.1064],[371337.4915,4898433.0544],[371335.3521,4898434.9407],[371333.237,4898436.8543],[371331.1466,4898438.795],[371329.0814,4898440.7623],[371327.0416,4898442.756],[371325.0275,4898444.7756],[371323.0396,4898446.821],[371321.0781,4898448.8918],[371319.1433,4898450.9875],[371318.7738,4898451.3982],[371317.2356,4898453.1079],[371315.3553,4898455.2526],[371313.5026,4898457.4213],[371311.678,4898459.6136],[371308.023,4898464.121],[371305.9884,4898466.6962],[371306.2012,4898466.0771],[371302.1748,4898470.9663],[371298.0971,4898475.9849],[371297.0119,4898478.8752],[371296.2864,4898480.0379],[371296.5216,4898480.1808],[371296.1344,4898481.2119],[371293.7058,4898484.7675],[371292.9651,4898486.1255],[371292.4194,4898487.2465],[371291.5723,4898489.1089],[371290.7743,4898490.9928],[371289.1376,4898493.8798],[371287.4326,4898498.5687],[371281.7866,4898508.2923],[371280.6231,4898509.9007],[371271.1221,4898523.0344],[371267.0445,4898530.876],[371264.2215,4898539.6586],[371262.6532,4898548.1275],[371261.0849,4898558.4784],[371261.0849,4898565.379],[371261.0849,4898574.7889],[371261.0849,4898583.2578],[371260.7712,4898590.7857],[371259.8302,4898596.7453],[371258.8687,4898602.8135],[371257.8406,4898606.7968]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,Y,"{""type"":""LineString"",""coordinates"":[[370969.9014,4897711.6599],[370969.8231,4897711.39],[370970.4306,4897708.3526],[370971.8858,4897704.5161],[370973.7379,4897698.2984],[370973.6056,4897691.287],[370973.6056,4897686.789],[370970.2983,4897678.4546],[370968.0493,4897675.4119],[370965.4035,4897670.914],[370960.1118,4897666.9452],[370954.9524,4897663.9025],[370950.8513,4897661.1244],[370946.8826,4897659.4046],[370941.194,4897659.14],[370939.2315,4897659.2854],[370938.6533,4897658.5884]]}"
Lemoine Point Trail,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Lemoine Point Trail,N,"{""type"":""LineString"",""coordinates"":[[371054.5789,4898505.5287],[371054.9331,4898506.3488],[371055.4093,4898508.1347],[371057.0762,4898514.8023],[371060.1321,4898524.4067],[371062.2111,4898532.4725],[371062.3011,4898532.5849],[371063.6504,4898537.9824],[371062.6186,4898541.3162],[371058.9673,4898546.7137],[371056.4499,4898550.3257],[371055.002,4898554.6591]]}"
Little Cataraqui Creek CA Trails,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail-Driveway,Little Cataraqui Creek CA Trails,N,"{""type"":""LineString"",""coordinates"":[[379643.1117,4904195.9101],[379627.6557,4904215.4211],[379599.1857,4904265.0131],[379593.4918,4904292.654],[379591.051,4904325.1738],[379590.238,4904334.1158]]}"
Little Cataraqui Creek CA Trails,"WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING",Park Trail,Little Cataraqui Creek CA Trails,N,"{""type"":""LineString"",""coordinates"":[[379550.0163,4904709.9197],[379529.3661,4904712.5315]]}"
