POI_ID,POI_NAME,ADDRESS,POI_TYPE_C,POI_TYPE_D,DESCRIP,GeoJSON
3249,WOOLEN MILL,2 CATARAQUI ST,15,Historic Site,Historic Site,"{""type"":""Point"",""coordinates"":[381791.6727,4899821.983]}"
2808,ST. MARK'S ANGLICAN CHURCH,268 Main St,24,Place of Worship,Place of Worship,"{""type"":""Point"",""coordinates"":[383307.6532,4899939.5572]}"
1521,KINGSTON GENERAL HOSPITAL,76 STUART ST,16,Hospital,Hospital,"{""type"":""Point"",""coordinates"":[380718.9296,4897802.2383]}"
2810,HMCS CATARAQUI,24 Navy Wy,63,Federal Government,Reserve Training Centre,"{""type"":""Point"",""coordinates"":[382572.2675,4899183.3827]}"
2873,FM 96 KINGSTON'S CLASSIC ROCK,170 Queen Street,80,Radio Station,Radio Station,"{""type"":""Point"",""coordinates"":[381312.4578,4898790.1026]}"
2878,CKWS FM 104.3 GREATEST HITS,170 QUEEN ST,80,Radio Station,Radio Station,"{""type"":""Point"",""coordinates"":[381314.3078,4898807.5497]}"
2880,C K W S  TELEVISION,170 QUEEN ST,81,Television Station,Television Station,"{""type"":""Point"",""coordinates"":[381313.3995,4898798.107]}"
2899,PLADEC EAST DAY CARE CENTRE,671 INNOVATION DR,8,Childcare Facility,Childcare Facility,"{""type"":""Point"",""coordinates"":[384775.8972,4903020.0859]}"
1036,MEADOWBROOK PARK,444 KINGSDALE AVE,22,Park,Park,"{""type"":""Point"",""coordinates"":[376695.1908,4900355.0936]}"
1153,RIVERMEADE PARKETTE,648 RIVERMEADE AVE,22,Park,Park,"{""type"":""Point"",""coordinates"":[377006.0125,4900220.8519]}"
882,KINGSTON GOSPEL TEMPLE,2295 PRINCESS ST,24,Place of Worship,Place of Worship,"{""type"":""Point"",""coordinates"":[376395.9694,4901628.3262]}"
1003,COMPTON ST COMMUNITY GARDEN,40 COMPTON ST,,,Community Garden,"{""type"":""Point"",""coordinates"":[381253.8191,4902206.2177]}"
454,J. MACHEN SPORTS FIELDS,750 INNOVATION DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[385603.6536,4903247.9383]}"
3148,POST OFFICE (SHOPPERS DRUG MART #0607),136 PRINCESS ST,69,Post Office,Post Office,"{""type"":""Point"",""coordinates"":[381481.9954,4898661.5619]}"
414,FRONTENAC SECONDARY SCHOOL BASKETBALL COURT,1789 BATH RD,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[374191.2895,4899387.247]}"
439,RIVERVIEW PARK BASKETBALL COURT 2,140 RIDEAU ST,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[381561.6989,4899310.4768]}"
415,RIVERVIEW PARK BASKETBALL COURT 1,140 RIDEAU ST,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[381564.7901,4899323.9127]}"
3648,BOYS AND GIRLS CLUB BASKETBALL COURT,559 Bagot St,3,Basketball Court,,"{""type"":""Point"",""coordinates"":[381494.7793,4899544.0612]}"
1618,RIVERVIEW PARK TENNIS COURT 1,140 RIDEAU ST,35,Tennis Court,Tennis Court,"{""type"":""Point"",""coordinates"":[381556.7283,4899318.8226]}"
1640,RIVERVIEW PARK TENNIS COURT 2,140 RIDEAU ST,35,Tennis Court,Tennis Court,"{""type"":""Point"",""coordinates"":[381569.9609,4899316.2009]}"
3649,BOYS AND GIRLS CLUB PLAYGROUND,559 Bagot St,25,Playground,,"{""type"":""Point"",""coordinates"":[381481.9459,4899540.1813]}"
416,JOYCEVILLE PUBLIC SCHOOL BASKETBALL COURT,2903 JOYCEVILLE RD,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[393659.9774,4912689.0554]}"
444,ELGINBURG PUBLIC SCHOOL,2100 UNITY RD,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[377174.6838,4908541.182]}"
419,COLLINS BAY PUBLIC SCHOOL BASKETBALL COURTS,4075 BATH RD,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[371292.3764,4899943.4051]}"
420,MARKERS ACRES PARK,201 CONACHER DR,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[381124.3443,4902529.7138]}"
424,BAYRIDGE PUBLIC SCHOOL,1066 HUDSON DR,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[372818.1773,4900736.8352]}"
430,LANCASTER DRIVE PUBLIC SCHOOL BASKETBALL COURT,1020 LANCASTER DR,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[372505.2354,4901462.7236]}"
432,TRILLIUM RIDGE PARK,,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[376135.9043,4901018.4472]}"
436,R G SINCLAIR PUBLIC SCHOOL,19 CRERAR BLVD,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[374612.6083,4897125.853]}"
438,J R HENDERSON PUBLIC SCHOOL,361 ROOSEVELT DR,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[374096.1134,4898478.5641]}"
440,CENTENNIAL PUBLIC SCHOOL,120 NORMAN ROGERS DR,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[378587.0839,4898693.5665]}"
441,CANADIAN FORCES BASE KINGSTON,30 CANAL DU NORD DR,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[385437.2015,4899221.3384]}"
442,WESTPARK BASKETBALL COURT,1250 ACADIA DR,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[372507.964,4899285.2602]}"
445,WELBORNE SCHOOL BASKETBALL COURT,190 WELBORNE AVE,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[373866.4957,4897830.1473]}"
446,GLENBURNIE PUBLIC SCHOOL,2252 BATTERSEA RD,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[383505.4123,4908525.7212]}"
448,OLD COLONY PARK SOCCER FIELD 1,975 OLD COLONY RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[373585.506,4901168.4064]}"
449,KATINGS FIELDS,412 RIDEAU ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[381399.7126,4900073.5587]}"
450,QUEEN'S UNIVERSITY - WEST CAMPUS,535 UNION ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378894.9203,4898269.8166]}"
451,RIDEAU PUBLIC SCHOOL,9 DUNDAS ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[379826.7806,4899185.1961]}"
452,ECOLE SECONDAIRE MARIE-RIVIER,711 DALTON AVE,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378387.7325,4903202.1089]}"
455,MCCULLOUGH MINI SOCCER FIELD,153 ROBERT WALLACE DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[377937.0611,4899214.1161]}"
456,OUR LADY OF LOURDES ELEMENTARY SCHOOL,20 CRANBROOK ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[374580.3024,4897588.8441]}"
458,JOYCEVILLE PUBLIC SCHOOL SOCCER FIELD,2903 JOYCEVILLE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[393646.6007,4912619.5788]}"
459,LORD STRATHCONA PUBLIC SCHOOL,251 MCMAHON AVE,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378486.3035,4900937.2735]}"
460,J G SIMCOE PUBLIC SCHOOL,90 WILEY ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[380994.8414,4901826.4792]}"
462,MCCULLOUGH SOCCER FIELD (SOUTH),480 PORTSMOUTH AVE,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[377819.221,4899261.7497]}"
463,BAYRIDGE PARK SOCCER FIELD 1,755 BAYRIDGE DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[372941.7921,4900592.0819]}"
464,STARR REID PARK,64 DRENNAN ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[381539.3682,4901883.8623]}"
466,J. MACHEN SPORTS FIELDS,750 INNOVATION DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[385333.495,4903050.8043]}"
468,WESTBROOK PARK SOCCER FIELD,1388 WOODFIELD CRES,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[370784.9611,4903286.6055]}"
469,ROYAL MILITARY COLLEGE OF CANADA,9 DE LA MERITE DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[382959.3757,4898936.8094]}"
471,BIRCHWOOD PARK,1340 BIRCHWOOD DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[374118.8125,4903232.3392]}"
472,MCCULLOUGH SOCCER FIELD (NORTH),480 PORTSMOUTH AVE,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[377805.9917,4899340.4625]}"
473,W. J. HACKETT PARK FULL AND MINI SOCCER FIELDS (3),1660 JOHN COUNTER BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[377916.9066,4901661.5621]}"
474,WINSTON CHURCHILL SCHOOL,530 EARL ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[379892.4116,4898327.0595]}"
476,GRENADIER PARK MINI SOCCER FIELD 2,41 GRENADIER DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383832.2971,4901209.1368]}"
477,ELGINBURG PUBLIC SCHOOL,2100 UNITY RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[377163.7439,4908590.5189]}"
480,J. MACHEN SPORTS FIELDS,750 INNOVATION DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[385323.5691,4903241.3046]}"
481,GRENADIER PARK MINI SOCCER FIELD 1,41 GRENADIER DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383784.2414,4901204.4203]}"
482,CANADIAN FORCES BASE KINGSTON,70 CRAFTSMAN BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383773.8924,4899685.1589]}"
483,LA SALLE HS SOCCER FIELD 3,773 HWY 15,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383891.857,4901103.7134]}"
484,CENTENNIAL PUBLIC SCHOOL,120 NORMAN ROGERS DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378651.6947,4898655.0323]}"
485,ROYAL MILITARY COLLEGE OF CANADA,22 GENERAL CRERAR CRES,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[382723.2692,4898328.6104]}"
486,OLD COLONY PARK SOCCER FIELD 2,975 OLD COLONY RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[373634.817,4901167.9585]}"
304,KMC BASEBALL FIELD 3,303 YORK ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[380201.1868,4899724.4926]}"
305,PIERSON PARK BASEBALL FIELD,1648 JOYCEVILLE RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[393797.7858,4906309.1337]}"
306,COLLINS BAY PUBLIC SCHOOL,4075 BATH RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[371356.832,4900035.5026]}"
307,KMC BASEBALL FIELD 2,303 YORK ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[380092.2147,4899708.5852]}"
309,ROYAL CANADIAN LEGION - BRANCH 560,,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[381162.3429,4900910.7781]}"
310,BAYRIDGE PARK BASEBALL FIELD,755 BAYRIDGE DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[372951.6031,4900666.1169]}"
311,ROYAL MILITARY COLLEGE OF CANADA,9 DE LA MERITE DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[383045.1068,4899062.7482]}"
312,THIRD AVENUE PARK,141 THIRD AVE,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[379800.0176,4900244.6625]}"
313,SUTHERLAND DRIVE PARK,51 SUTHERLAND DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[382080.2593,4902813.9906]}"
315,LA SALLE PARK BASEBALL FIELD 2,434 MCEWEN DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[374390.6306,4898801.3285]}"
316,R G SINCLAIR PUBLIC SCHOOL BASEBALL FIELD 1,19 CRERAR BLVD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[374634.8404,4897053.6718]}"
317,SHANNONS CORNERS PARK BASEBALL FIELD,2400 PERTH RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[380309.7308,4908307.6907]}"
318,ST. PATRICK ELEMENTARY SCHOOL,158 PATRICK ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[380959.8916,4899793.8092]}"
319,MEGAFFIN PARK,692 BAGOT ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[381254.1243,4899904.2052]}"
320,HIGHGATE PARK BASEBALL FIELD,1229 CARMIL BLVD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[371719.6297,4900691.581]}"
321,COLLINS BAY PUBLIC SCHOOL BASEBALL FIELD 2,4075 BATH RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[371271.9699,4900029.7865]}"
322,GRENADIER PARK BASEBALL FIELD,41 GRENADIER DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[383709.7784,4901218.2125]}"
323,BAYRIDGE PUBLIC SCHOOL BASEBALL FIELD 1,1066 HUDSON DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[372858.2731,4900788.2429]}"
325,WESTPARK BASEBALL FIELD,1250 ACADIA DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[372425.4218,4899296.4203]}"
327,WOODBINE PARK BASEBALL FIELD 2,1180 WOODBINE RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[371953.5541,4901989.6871]}"
331,MEADOWCREST C.C. BASEBALL FIELD,360 KINGSTON MILLS RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[386521.5253,4906286.5542]}"
2,WOODBINE PARK,1180 WOODBINE RD,41,Batting Cage,Batting Cage,"{""type"":""Point"",""coordinates"":[371994.0621,4901997.5897]}"
4,MEGAFFIN PARK,692 BAGOT ST,41,Batting Cage,Batting Cage,"{""type"":""Point"",""coordinates"":[381236.7833,4899822.2903]}"
845,CONFEDERATION TOUR TROLLEY,209 ONTARIO ST,15,Historic Site,Historic Site,"{""type"":""Point"",""coordinates"":[381768.3896,4898409.9785]}"
3485,KINGSTON PENITENTIARY,560 KING ST W,23,Penitentiary,Penitentiary,"{""type"":""Point"",""coordinates"":[379100.6571,4897396.1195]}"
7,GARRISON GOLF AND COUNTRY CLUB,70 CRAFTSMAN BLVD,9,Driving Range,Driving Range,"{""type"":""Point"",""coordinates"":[384031.0975,4900172.6425]}"
9,LANDINGS GOLF COURSE AND TEACHING CENTRE,1060 LEN BIRCHALL WAY,9,Driving Range,Driving Range,"{""type"":""Point"",""coordinates"":[372721.8569,4897386.961]}"
3491,J. MACHEN SPORTS FIELDS,750 INNOVATION DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[385461.1573,4903068.0018]}"
3500,KINGSTON CITY HALL (HISTORIC SITE),216 ONTARIO ST,15,Historic Site,Historic Site,"{""type"":""Point"",""coordinates"":[381740.1036,4898489.4865]}"
3195,HOTEL BELVEDERE,141 KING ST E,89,Hotel / Motel,<Null>,"{""type"":""Point"",""coordinates"":[381353.603,4897962.7879]}"
3196,RADISSON HOTEL,1 JOHNSON ST,89,Hotel / Motel,Parking Lot,"{""type"":""Point"",""coordinates"":[381775.1016,4898270.6918]}"
3197,RESIDENCE INN MARRIOTT HOTEL,1 EARL ST,89,Hotel / Motel,Parking Lot,"{""type"":""Point"",""coordinates"":[381665.3451,4898105.6525]}"
3198,OPEN BOOK,158 PATRICK ST,61,Local Government,Settlement Services,"{""type"":""Point"",""coordinates"":[381014.1337,4899782.4518]}"
3199,HEWETT HOUSE,,14,Heritage Site,RMC,"{""type"":""Point"",""coordinates"":[382657.3207,4898906.2937]}"
3200,COMMANDANTS RESIDENCE,6 Merritt Dr,14,Heritage Site,RMC,"{""type"":""Point"",""coordinates"":[382706.2894,4898765.5527]}"
27,WATERFRONT TRAIL,,38,Trail,Trail,"{""type"":""Point"",""coordinates"":[381073.1338,4897724.7909]}"
29,RIOCAN CENTRE,628 GARDINERS RD,30,Shopping Centre,Shopping Centre,"{""type"":""Point"",""coordinates"":[375097.2444,4900201.0875]}"
30,KINGSTON CENTRE,1040 PRINCESS ST,30,Shopping Centre,Shopping Centre,"{""type"":""Point"",""coordinates"":[378981.0938,4899851.5077]}"
31,CATARAQUI TOWN CENTRE,945 GARDINERS RD,30,Shopping Centre,Shopping Centre,"{""type"":""Point"",""coordinates"":[374531.3512,4901495.8997]}"
32,GARDINERS TOWN CENTRE,500 GARDINERS RD,30,Shopping Centre,Shopping Centre,"{""type"":""Point"",""coordinates"":[374859.9019,4899283.9565]}"
33,GARRISON GOLF & CURLING CLUB,12 RED PATCH AVE,13,Golf Course,Golf Course,"{""type"":""Point"",""coordinates"":[384328.5541,4900180.0841]}"
34,GLEN LAWRENCE GOLF CLUB,2022 2 HWY,13,Golf Course,Golf Course,"{""type"":""Point"",""coordinates"":[390992.983,4903073.359]}"
500,PORTSMOUTH SOCCER FIELDS 1,56 FRANCIS ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378442.2208,4898093.6534]}"
501,JIM BEATTIE PARK (SOCCER FIELD 2),,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[373531.6287,4898494.8896]}"
35,COLONNADE GOLF & COUNTRY CLUB,2789 WOODBURN RD,13,Golf Course,Golf Course,"{""type"":""Point"",""coordinates"":[395131.4979,4910991.7404]}"
36,WESTBROOK GOLF CLUB & DRIVING RANGE,3651 GENGE RD,13,Golf Course,Golf Course,"{""type"":""Point"",""coordinates"":[369480.1472,4904729.1929]}"
517,ST. THOMAS MORE ELEMENTARY SCHOOL,234 NORMAN ROGERS DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378351.7548,4898948.1239]}"
520,JIM BEATTIE PARK (MINI SOCCER FIELD 1),900 HENDERSON BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[373624.3903,4898574.1236]}"
537,ASHTON PARK SOCCER FIELD 1,704 MILFORD DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[373793.4457,4900404.8924]}"
554,JIM BEATTIE PARK (SOCCER FIELD 1),900 HENDERSON BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[373640.1732,4898494.8877]}"
555,PORTSMOUTH SOCCER FIELDS 2,56 FRANCIS ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378396.4466,4898092.0667]}"
37,CATARAQUI GOLF & COUNTRY CLUB,961 KING ST W,13,Golf Course,Golf Course,"{""type"":""Point"",""coordinates"":[377581.0147,4897613.75]}"
1468,ST. PAUL'S ANGLICAN CHURCHYARD,137 QUEEN ST,7,Cemetery,Cemetery,"{""type"":""Point"",""coordinates"":[381406.6251,4898838.0352]}"
944,SISTERS OF PROVIDENCE ARCHIVES,1200 PRINCESS ST,20,Museum,Museum,"{""type"":""Point"",""coordinates"":[378377.4691,4900165.0536]}"
937,KINGSTON CITY HALL (MUSEUM),216 ONTARIO ST,20,Museum,Museum,"{""type"":""Point"",""coordinates"":[381782.4421,4898495.1497]}"
49,JOHN BARCLAY MEMORIAL,151 ORDNANCE ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381179.8441,4899184.6021]}"
56,MEGAFFIN MONUMENT,692 BAGOT ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381256.9499,4899942.5401]}"
57,AGRICULTURAL SOCIETY MONUMENT,303 YORK ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[380272.9928,4899504.3218]}"
109,THE OLD RED PATCH WAR MEMORIAL,2 MAIN ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[383292.8459,4899463.8473]}"
1627,ST. PAUL'S ELEMENTARY SCHOOL,266 MCMAHON AVE,2,Ball Diamond,Tennis Court,"{""type"":""Point"",""coordinates"":[378290.4517,4900674.242]}"
65,UNSPECIFIED MONUMENT,623 KING ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[378803.9909,4897547.5333]}"
68,WILLIAM PATERSON MEMORIAL,111 NORMAN ROGERS DR,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[378738.323,4898899.8886]}"
222,MCCULLOUGH PARK (WEST),480 MCCULLOUGH PARK DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[370090.0754,4899120.8973]}"
223,CENTENNIAL PUBLIC SCHOOL,120 NORMAN ROGERS DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[378653.6145,4898681.9729]}"
224,TRUEDELL PUBLIC SCHOOL,641 TRUEDELL RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[373820.9648,4900257.6731]}"
225,VICTORIA PARK,487 BROCK ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[380335.9911,4898945.3492]}"
226,WESTBROOK PARK,,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[370808.9039,4903208.4321]}"
227,WILLIAM J. HACKETT PARK,1660 JOHN COUNTER BLVD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[377892.7025,4901598.3424]}"
228,CHADWICK PARKETTE,602 CHADWICK DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[376345.2926,4902130.5389]}"
229,AUDEN PARK,585 ROOSEVELT DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[373313.175,4899149.6172]}"
230,HEMLOCK DOWNS PARK,550 ARAGON RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[383343.5687,4906932.4399]}"
398,COOK BROTHERS YOUTH CENTRE,417 MONTREAL ST,28,Recreation Facility,Recreation Facility,"{""type"":""Point"",""coordinates"":[381257.9413,4899976.95]}"
231,PORTSMOUTH OLYMPIC HARBOUR,53 YONGE ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[378803.7774,4897397.1204]}"
232,POINT ST. MARK PARK,15 POINT ST. MARK DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[383245.5038,4901271.5242]}"
234,O'CONNOR PARK,268 OLD QUARRY RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[378309.2346,4901506.2799]}"
825,WELBORNE AVENUE PUBLIC SCHOOL,216 BICKNELL CRES,10,Education Facility,Education Facility,"{""type"":""Point"",""coordinates"":[373820.6951,4897801.5029]}"
237,POLSON PARK,153 ROBERT WALLACE DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[377855.9425,4899206.6424]}"
238,ECOLE CATHEDRAL,301 JOHNSON ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[380955.2021,4898630.6588]}"
3512,ST. PAUL'S ELEMENTARY SCHOOL,266 MCMAHON AVE,35,Tennis Court,Tennis Court,"{""type"":""Point"",""coordinates"":[378352.5832,4900695.8346]}"
3468,DAYS INN CONFERENCE CENTRE,33 BENSON ST,89,Hotel / Motel,,"{""type"":""Point"",""coordinates"":[380572.4836,4902622.3356]}"
973,SHANNON PARK A&B,199 WILSON ST,22,Park,Park,"{""type"":""Point"",""coordinates"":[381380.2922,4902252.3022]}"
826,HOLY FAMILY CATHOLIC SCHOOL,114 WILEY ST,10,Education Facility,Education Facility,"{""type"":""Point"",""coordinates"":[381089.6191,4901911.2385]}"
3547,GRASS CREEK PARK (BOAT RAMP),2991 2 HWY,6,Boat Ramp,Boat Ramp,"{""type"":""Point"",""coordinates"":[395261.8611,4905470.9293]}"
3570,KMCSRC,11 Navy Wy,28,Recreation Facility,Athletic Centre,"{""type"":""Point"",""coordinates"":[382727.0704,4899212.0576]}"
244,BLUFFWOOD PARKETTE,1016 BLUFFWOOD AVE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[385169.9716,4902940.1156]}"
245,ELDER PARK,388 MACK ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[379216.0078,4898929.3077]}"
246,THIRD AVENUE PARK,141 THIRD AVE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[379843.533,4900210.2133]}"
247,CHAMPLAIN PARK,205 DOUGLAS AVE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[379940.5037,4901179.6346]}"
248,KINGSTON CHRISTIAN SCHOOL,1212 WOODBINE RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[371748.0506,4901814.214]}"
249,KEYES PARK,6 KEYES ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[374987.2263,4896392.4694]}"
250,SILAS STEVENS PARKETTE,52 NOTCH HILL RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[377726.968,4899440.3563]}"
251,HOLY NAME ELEMENTARY SCHOOL,370 KINGSTON MILLS RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[386361.2043,4906259.3763]}"
820,MULBERRY WALDORF SCHOOL,25 MARKLAND ST,10,Education Facility,Education Facility,"{""type"":""Point"",""coordinates"":[381271.1924,4899434.622]}"
821,J. R. HENDERSON PUBLIC SCHOOL,361 ROOSEVELT DR,10,Education Facility,Education Facility,"{""type"":""Point"",""coordinates"":[374193.4599,4898521.1146]}"
822,RIDEAU PUBLIC SCHOOL,9 DUNDAS ST,10,Education Facility,Education Facility,"{""type"":""Point"",""coordinates"":[379826.2564,4899123.0776]}"
823,CENTRAL PUBLIC SCHOOL,237 SYDENHAM ST,10,Education Facility,Education Facility,"{""type"":""Point"",""coordinates"":[381287.488,4898944.4031]}"
824,ECOLE ELEMENTAIRE CATHOLIQUE MGR-REMI-GAULIN,51 VIRGINIA ST,10,Education Facility,Education Facility,"{""type"":""Point"",""coordinates"":[381381.4355,4902907.0562]}"
253,LOMBARDY PARK,485 BOXWOOD ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[373186.6609,4899605.5422]}"
254,HOLMAN DRIVE PARK,11 HOLMAN DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[389164.1002,4901397.703]}"
256,OLD COLONY PARK,975 OLD COLONY RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[373593.1299,4901289.4416]}"
257,FRASER STREET PARKETTE,67 FRASER ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[381011.5445,4900329.3541]}"
258,WELBORNE PUBLIC SCHOOL,190 WELBORNE AVE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[373884.7193,4897790.081]}"
259,MAX JACKSON PARK,15 OAK ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[380016.572,4900885.6983]}"
260,CITY PARK,33 BAGOT ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[381173.2038,4897979.6192]}"
261,MEADOWBROOK PARK,444 KINGSDALE AVE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[376655.1341,4900342.3322]}"
262,POLSON PARK PUBLIC SCHOOL,153 ROBERT WALLACE DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[377776.8879,4899190.3139]}"
