POI_ID,POI_NAME,ADDRESS,POI_TYPE_C,POI_TYPE_D,DESCRIP,GeoJSON
1968,,1180 WOODBINE RD,60,Drink Fountain,Drink Fountain,"{""type"":""Point"",""coordinates"":[372014.7373,4901995.1849]}"
624,OSO,,40,Village,Village,"{""type"":""Point"",""coordinates"":[366635.7392,4963904.8833]}"
625,FERNLEIGH,,40,Village,Village,"{""type"":""Point"",""coordinates"":[343501.1278,4974645.9822]}"
626,BROOKE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[386934.0394,4968064.7672]}"
627,CEDARHOLM,,40,Village,Village,"{""type"":""Point"",""coordinates"":[349184.6133,4957302.9021]}"
628,GODFREY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[366852.7721,4933784.2218]}"
629,ALMONT,,40,Village,Village,"{""type"":""Point"",""coordinates"":[406030.3463,5008868.142]}"
630,MOUNT PLEASANT,,40,Village,Village,"{""type"":""Point"",""coordinates"":[337595.601,4900849.8586]}"
631,BEDFORD MILLS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[388492.3515,4939575.2655]}"
633,HINCHINBROOKE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[367474.547,4937863.7437]}"
634,GLENVALE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[371144.23,4908295.1972]}"
635,MISSISSIPPI STATION,,40,Village,Village,"{""type"":""Point"",""coordinates"":[368258.9925,4975709.3935]}"
636,MCLEAN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[354092.1569,4946406.733]}"
637,HINCH,,40,Village,Village,"{""type"":""Point"",""coordinates"":[345435.5279,4914273.2293]}"
638,MOUNT CHESNEY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[384680.4801,4911112.5702]}"
639,CHARLESTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[420761.8027,4936227.7182]}"
640,PRESCOTT,,40,Village,Village,"{""type"":""Point"",""coordinates"":[459363.7253,4950978.5762]}"
641,KINGSFORD,,40,Village,Village,"{""type"":""Point"",""coordinates"":[333973.033,4906695.4096]}"
642,HYDRO HILL,,40,Village,Village,"{""type"":""Point"",""coordinates"":[373800.2199,4979422.5699]}"
643,ELGINBURG,,40,Village,Village,"{""type"":""Point"",""coordinates"":[377077.774,4908463.5285]}"
644,TRAFFORD,,40,Village,Village,"{""type"":""Point"",""coordinates"":[350862.6518,4935535.0426]}"
645,LELAND,,40,Village,Village,"{""type"":""Point"",""coordinates"":[385562.5739,4923134.6248]}"
646,HAYBURN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[343580.5074,4889917.1526]}"
647,BROCKVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[445627.0704,4937637.7809]}"
648,CONWAY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[346644.1852,4886271.3407]}"
649,LATIMER,,40,Village,Village,"{""type"":""Point"",""coordinates"":[379754.619,4913195.0644]}"
332,WOODBINE PARK BASEBALL FIELD 3,1180 WOODBINE RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[371853.7509,4901945.887]}"
333,WELBORNE PUBLIC SCHOOL BASEBALL FIELD,190 WELBORNE AVE,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[373869.1723,4897669.6518]}"
46,FAMINE CELTIC CROSS,23 ONTARIO ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381374.3449,4897781.3175]}"
336,WESTBROOK PARK BASEBALL FIELD,1388 WOODFIELD CRES,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[370743.869,4903209.1045]}"
338,HEMLOCK DOWNS PARK BASEBALL FIELD,550 ARAGON RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[383415.6607,4907005.31]}"
48,47 INFANTRY WAR MEMORIAL,WEST ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381226.8393,4897966.7313]}"
50,KINGSTON TERCENTENIAL,685 BROCK ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[379578.7281,4898880.812]}"
339,KMC BASEBALL FIELD 4,303 YORK ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[380160.8986,4899628.4981]}"
51,MEMORIAL PARK CANON,1 KING ST E,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381044.102,4897624.3219]}"
52,POLLUTION MONUMENT,62 KING ST W,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[380782.8565,4897618.9048]}"
341,OUR LADY OF LOURDES ELEMENTARY SCHOOL BASEBALL FIELD,20 CRANBROOK ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[374599.6725,4897566.1079]}"
401,,2991 2 HWY,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[395450.7722,4905135.2832]}"
402,,,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[381581.1676,4900970.9124]}"
404,,292 MOWAT AVE,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[378444.7841,4898163.62]}"
406,,1280 COVERDALE DR,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[371799.19,4899519.8464]}"
418,,40 COMPTON ST,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[381116.1391,4902213.7013]}"
421,,52 NOTCH HILL RD,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[377720.757,4899429.1615]}"
342,J R HENDERSON PUBLIC SCHOOL BASEBALL FIELD,361 ROOSEVELT DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[374037.4251,4898484.6011]}"
344,COMPTON PARK,346 COLLEGE ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[379341.8157,4899000.9465]}"
345,KIWANIS PARK,53 FOURTH AVE,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[380188.6696,4900294.0896]}"
348,SHANNON PARK A&B,199 WILSON ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[381583.6354,4902305.9072]}"
350,HILLVIEW PARK BASEBALL FIELD,,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[372340.9847,4900420.2822]}"
351,KEYES PARK,6 KEYES ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[375003.9155,4896465.4374]}"
422,,1805 2 HWY,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[390236.7505,4902202.0621]}"
54,MARINE MUSEUM OF THE GREAT LAKES HERITAGE PLAQUE,61 ONTARIO ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381493.7179,4897995.6557]}"
55,SJA MACDONALD CANON 1,33 BAGOT ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381262.153,4897941.0682]}"
425,,3513 BREWER'S MILLS RD,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[398006.7753,4918274.2337]}"
59,CITY PARK CANON (RCHA 2),33 BAGOT ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[380999.7052,4897790.131]}"
375,LA SALLE PARK BASEBALL FIELD 3,434 MCEWEN DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[374468.6505,4898858.3507]}"
352,PIERSON PARK BASEBALL FIELD,1648 JOYCEVILLE RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[393903.1154,4906259.9275]}"
353,GARRIGAN PARK,196 YONGE ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[378649.5667,4897766.3289]}"
355,ROTARY PARK BASEBALL FIELD,1280 COVERDALE DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[371737.9415,4899476.5091]}"
356,LORD STRATHCONA PUBLIC SCHOOL,251 MCMAHON AVE,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[378430.3358,4900913.3622]}"
358,BAY PARK BAPTIST CHURCH BASEBALL FIELD,775 PROGRESS AVE,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[374024.9633,4900413.2945]}"
359,TRUEDELL PUBLIC SCHOOL BASEBALL FIELD,641 TRUEDELL RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[373856.6642,4900271.2504]}"
360,LA SALLE PARK BASEBALL FIELD 1,434 MCEWEN DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[374396.7572,4898882.6009]}"
361,WOODBINE PARK BASEBALL FIELD 4,1180 WOODBINE RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[371798.4638,4901917.8834]}"
363,OAKRIDGE PARK,2 OAKRIDGE AVE,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[379254.8944,4898228.9905]}"
364,CRICKET FIELD,32 BAGOT ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[381106.0646,4898192.0656]}"
365,CRICKET FIELD,32 BAGOT ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[381028.7454,4898119.251]}"
366,SHANNON PARK A&B,199 WILSON ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[381612.439,4902195.2546]}"
367,LAWRENCE PARK BASEBALL FIELD,,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[370851.6374,4900357.3348]}"
368,KIWANIS PARK,53 FOURTH AVE,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[380222.3292,4900340.9358]}"
369,FIRST AVENUE PUBLIC SCHOOL,85 FIRST AVE,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[380058.1093,4900055.8171]}"
370,R G SINCLAIR PUBLIC SCHOOL BASEBALL FIELD 2,19 CRERAR BLVD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[374583.5112,4897028.5371]}"
372,WOODBINE PARK BASEBALL FIELD 1,1180 WOODBINE RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[371928.4235,4901880.5505]}"
373,THIRD DAY WORSHIP CENTRE,999 SYDENHAM RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[376571.4039,4902411.2033]}"
374,ELGINBURG PUBLIC SCHOOL,2100 UNITY RD,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[377135.215,4908529.1692]}"
986,GREEN BAY WALKWAY,215 GREEN BAY RD,22,Park,Park,"{""type"":""Point"",""coordinates"":[383103.2613,4899632.6359]}"
1865,GREENWOOD TRAIL,615 FIELDSTONE DR,38,Trail,Trail,"{""type"":""Point"",""coordinates"":[384786.9769,4902019.8784]}"
62,CITY PARK FOUNTAN MEMORIAL,33 BAGOT ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381128.1285,4898115.6979]}"
63,SJA MACDONALD CANON 2,33 BAGOT ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381256.094,4897924.1342]}"
64,TETRAHEDRON OLYMPIC MONUMENT,53 YONGE ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[378892.0771,4897158.5835]}"
67,MARINE MUSEUM OF THE GREAT LAKES PLAQUE,61 ONTARIO ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381505.1357,4898003.896]}"
69,CROSS OF SACRIFICE WAR MEMORIAL,1 KING ST ,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[380880.7056,4897652.7283]}"
70,TERCENTENARY MONUMENT,685 BROCK ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[379569.6848,4898832.0696]}"
71,MARINE MUSEUM MEMORIAL,23 ONTARIO ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381466.0911,4897811.3867]}"
409,QUEENSTON HEIGHTS PARK,21 QUEENSTON HTS,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[384122.0351,4899146.4554]}"
380,BAYRIDGE PUBLIC SCHOOL BASEBALL FIELD 2,1066 HUDSON DR,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[372849.9792,4900667.808]}"
382,QUEEN'S UNIVERSITY - WEST CAMPUS,535 UNION ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[378840.559,4898400.9358]}"
385,FIRST AVENUE PUBLIC SCHOOL,85 FIRST AVE,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[380091.7126,4900066.666]}"
386,KMFRC SPLASH PAD,4 YACHT CLUB LANE,49,Splash Pad,Splash Pad,"{""type"":""Point"",""coordinates"":[384340.9095,4899252.207]}"
387,KIWANIS PARK SPLASH PAD,53 FOURTH AVE,49,Splash Pad,Splash Pad,"{""type"":""Point"",""coordinates"":[380186.7697,4900264.8718]}"
393,INVISTA CENTRE,1350 GARDINERS RD,1,Arena,Arena,"{""type"":""Point"",""coordinates"":[374806.9697,4903657.829]}"
394,CATARAQUI COMMUNITY CENTRE,1030 SUNNYSIDE RD,1,Arena,Arena,"{""type"":""Point"",""coordinates"":[376222.8943,4904115.3003]}"
400,WOODBINE PARK BMX TRACK,1180 WOODBINE RD,5,Bike Track,BMX Track,"{""type"":""Point"",""coordinates"":[371863.0857,4902054.3052]}"
405,GRENADIER PARK,41 GRENADIER DR,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[383644.0081,4901178.2458]}"
650,BATTERSEA,,40,Village,Village,"{""type"":""Point"",""coordinates"":[390678.1444,4921224.8703]}"
651,ADDISON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[429995.7735,4945675.3909]}"
652,DESERT LAKE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[373370.384,4930064.6917]}"
653,HARLEM,,40,Village,Village,"{""type"":""Point"",""coordinates"":[410833.3109,4947578.2697]}"
655,LYNDHURST,,40,Village,Village,"{""type"":""Point"",""coordinates"":[410721.1835,4933692.0813]}"
656,MYERS CAVE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[332608.1834,4967661.1011]}"
657,BISHOPS CORNER,,40,Village,Village,"{""type"":""Point"",""coordinates"":[328470.2204,4961390.361]}"
658,ROBERTSVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[367596.0941,4973113.1737]}"
659,VIOLET,,40,Village,Village,"{""type"":""Point"",""coordinates"":[355488.7926,4902618.666]}"
660,BELLROCK,,40,Village,Village,"{""type"":""Point"",""coordinates"":[360653.0688,4925962.8399]}"
661,IVY LEA,,40,Village,Village,"{""type"":""Point"",""coordinates"":[419839.9234,4912909.395]}"
662,ADOLPHUSTOWN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[339600.1097,4881386.6967]}"
663,INNISVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[401492.0031,4989602.7231]}"
664,FALLBROOK,,40,Village,Village,"{""type"":""Point"",""coordinates"":[390207.8697,4979230.7283]}"
665,ARDOCH,,40,Village,Village,"{""type"":""Point"",""coordinates"":[349939.5942,4976888.8284]}"
666,FERMOY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[379923.7655,4944270.0712]}"
667,LARUE MILLS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[429802.9045,4920459.8607]}"
668,LONG LAKE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[360236.6918,4950342.7229]}"
669,UNION HALL,,40,Village,Village,"{""type"":""Point"",""coordinates"":[398455.1784,5001651.1475]}"
670,HENDERSON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[342758.1086,4960253.7175]}"
671,COLEBROOK,,40,Village,Village,"{""type"":""Point"",""coordinates"":[358744.7285,4916406.4553]}"
672,CENTREVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[348432.445,4919058.2484]}"
673,TICHBORNE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[367121.923,4947110.4561]}"
674,RONALDSON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[339718.4341,4950854.4723]}"
675,EASTVIEW,,40,Village,Village,"{""type"":""Point"",""coordinates"":[389667.5018,4901863.5106]}"
676,BLAKENEY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[402170.431,5013149.0936]}"
677,FREDERICKSBURG,,40,Village,Village,"{""type"":""Point"",""coordinates"":[350617.2547,4898376.5231]}"
678,MOSCOW,,40,Village,Village,"{""type"":""Point"",""coordinates"":[356100.6585,4920825.7715]}"
679,RIDEAU FERRY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[409833.2376,4966702.1221]}"
680,COXDALE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[352502.5255,4971273.1934]}"
681,INGLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[338049.0284,4922528.5114]}"
682,WILMER,,40,Village,Village,"{""type"":""Point"",""coordinates"":[379452.3541,4922620.7501]}"
683,MIDDLEVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[390160.5869,4994788.4797]}"
684,ELM TREE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[340370.6311,4950100.951]}"
685,CLOYNE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[327344.9813,4965412.6336]}"
686,CAMDEN EAST,,40,Village,Village,"{""type"":""Point"",""coordinates"":[353807.5003,4910275.3908]}"
687,BREWERS MILLS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[395927.3058,4918585.4424]}"
688,MABERLY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[378121.6323,4966003.631]}"
689,FRANKVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[423811.4659,4952411.2377]}"
690,BRADSHAW,,40,Village,Village,"{""type"":""Point"",""coordinates"":[369762.6589,4948495.8863]}"
691,OAK FLATS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[361968.6162,4934392.9933]}"
692,LEINSTER,,40,Village,Village,"{""type"":""Point"",""coordinates"":[333341.89,4910628.7379]}"
693,STELLA,,40,Village,Village,"{""type"":""Point"",""coordinates"":[364063.4853,4892028.5719]}"
694,PERTH ROAD,,40,Village,Village,"{""type"":""Point"",""coordinates"":[381745.4942,4924533.7995]}"
695,ASHTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[418805.4785,5000913.9301]}"
696,ROBLIN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[338910.534,4915881.6274]}"
697,ST. GEORGE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[367383.5793,4954789.4659]}"
698,KIRK COVE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[344058.866,4963283.7326]}"
700,INVERARY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[381589.901,4915366.4897]}"
701,SUNBURY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[386339.0806,4914987.5888]}"
702,NEW DUBLIN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[436425.0285,4946386.5772]}"
703,WILKINSON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[355856.3676,4933801.5568]}"
704,FLINTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[325146.6678,4950659.9898]}"
705,SELBY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[342018.9154,4907418.3685]}"
706,SHARPTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[367109.0177,4908037.1335]}"
707,BEDFORD,,40,Village,Village,"{""type"":""Point"",""coordinates"":[375767.1612,4942415.9247]}"
708,SHARPS CORNERS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[340425.7515,4911083.2396]}"
709,FOREST MILLS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[337218.4816,4911531.5871]}"
710,BALDERSON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[395244.8577,4978479.6105]}"
711,MAYNARD,,40,Village,Village,"{""type"":""Point"",""coordinates"":[453985.3312,4952125.5791]}"
712,WILTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[363006.1273,4909849.7228]}"
713,THORPE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[359082.2877,4907204.6811]}"
714,NORTHBROOK,,40,Village,Village,"{""type"":""Point"",""coordinates"":[329156.9525,4955681.5645]}"
716,CAPE VINCENT,,40,Village,Village,"{""type"":""Point"",""coordinates"":[392437.4351,4886760.7941]}"
718,PLAIN WEST,,40,Village,Village,"{""type"":""Point"",""coordinates"":[335627.4258,4916227.525]}"
719,KEPLER,,40,Village,Village,"{""type"":""Point"",""coordinates"":[373703.461,4911537.5315]}"
720,TAMWORTH,,40,Village,Village,"{""type"":""Point"",""coordinates"":[340646.9551,4928145.1025]}"
721,LYONS LANDING,,40,Village,Village,"{""type"":""Point"",""coordinates"":[381794.4813,4912011.266]}"
722,CEDARDALE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[384840.476,4996549.3957]}"
723,MILLHAVEN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[360084.2322,4895363.3631]}"
724,HARTINGTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[367523.1209,4922085.6799]}"
725,SPAFFORDTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[378565.2872,4918495.6942]}"
726,SANDHURST,,40,Village,Village,"{""type"":""Point"",""coordinates"":[349974.718,4888334.0102]}"
727,HARLOWE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[335837.6892,4962651.713]}"
735,BUS TRANSFER STATION - KINGSTON CENTRE,1046 PRINCESS ST,54,Bus Transfer Station,Bus Transfer Station,"{""type"":""Point"",""coordinates"":[378884.8429,4899870.3845]}"
737,HOWE ISLAND FERRY TERMINAL,,56,Ferry Terminal,Ferry Terminal,"{""type"":""Point"",""coordinates"":[394088.695,4903552.331]}"
738,WOLFE ISLAND FERRY DOCK (SUMMER),,55,Ferry Dock,Ferry Dock,"{""type"":""Point"",""coordinates"":[384864.044,4894480.3516]}"
1040,ENGLISH LANDING PARK,1200 SPINNAKER PL,22,Park,Park,"{""type"":""Point"",""coordinates"":[394673.761,4904526.6086]}"
1041,MACALPINE PARK,1879 MACALPINE RD,22,Park,Park,"{""type"":""Point"",""coordinates"":[400156.0728,4907515.8964]}"
2163,,560 KING ST W,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[379151.2982,4897237.3694]}"
2191,,70 CRAFTSMAN BLVD,4,Beach Volleyball Court,Beach Volleyball Court,"{""type"":""Point"",""coordinates"":[383773.8685,4900346.2964]}"
1042,PIMLICO PARK,964 LINCOLN DR,22,Park,Park,"{""type"":""Point"",""coordinates"":[373224.1184,4899839.0029]}"
1044,CHANNELVIEW ROAD PARK,1337 CHANNELVIEW RD,22,Park,Park,"{""type"":""Point"",""coordinates"":[393760.389,4904004.3856]}"
1045,EVERITT PARK,70 LAKESHORE BLVD,22,Park,Park,"{""type"":""Point"",""coordinates"":[374095.7269,4896659.5072]}"
1047,EMERALD PARK,331 CAVENDISH CRES,22,Park,Park,"{""type"":""Point"",""coordinates"":[375509.4693,4902212.9819]}"
