CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CONSTRUCTION_REASON,CYCLE_WIDTH,GeoJSON
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381400.4972,4899363.8341],[381405.6839,4899207.4233]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[380723.5254,4899147.8136],[380714.3052,4899203.4746]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[379312.2573,4898803.2825],[379229.178,4898799.1815]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379574.1157,4898665.4158],[379656.1367,4898667.7971]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379582.7734,4898815.7319],[379517.0063,4898813.2625]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.3,"{""type"":""LineString"",""coordinates"":[[379817.5139,4898672.1135],[379884.4537,4898674.0979]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[380542.9122,4898804.1332],[380440.3859,4898827.152]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[380775.4306,4898751.3226],[380563.6313,4898799.3445]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[380445.2451,4898688.8122],[380546.3162,4898690.9289]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[380080.2873,4898827.2843],[380038.7476,4898826.2259],[379992.8423,4898826.4905]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[380205.4265,4898682.2076],[380306.4976,4898684.7211]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379207.0833,4898643.731],[379270.9803,4898648.7581]]}"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[377329.9084,4899543.276],[377097.3537,4899518.438]]}"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[377097.3537,4899518.438],[376963.4186,4899503.6377],[376871.3328,4899494.1845]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[374567.7676,4902763.0391],[374522.8459,4902769.0416],[374502.9663,4902771.3229],[374491.0168,4902772.5178],[374474.8306,4902773.6041],[374453.9733,4902774.5818],[374435.8318,4902775.0163],[374417.0385,4902775.125],[374401.3955,4902775.2336],[374377.9727,4902775.2278]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[374395.1178,4902763.004],[374402.0987,4902763.3002],[374418.2018,4902763.2935],[374437.0576,4902762.8806],[374454.2618,4902762.33],[374474.6315,4902760.9537],[374490.3217,4902759.8526],[374504.498,4902758.7516],[374524.4548,4902757.1],[374566.5707,4902753.6591]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2010 Project,,"{""type"":""LineString"",""coordinates"":[[374566.5707,4902753.6591],[374575.5865,4902752.8609],[374599.3971,4902750.7964],[374621.6937,4902748.4566],[374677.0224,4902742.2631],[374712.8853,4902737.1746],[374758.1292,4902732.5708]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2010 Project,,"{""type"":""LineString"",""coordinates"":[[374746.0641,4902746.0646],[374732.0758,4902747.2179],[374688.9965,4902750.2458],[374657.7537,4902753.4114],[374567.7676,4902763.0391]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2010 Project,,"{""type"":""LineString"",""coordinates"":[[374814.2287,4902727.4958],[374829.6979,4902726.284],[374863.2805,4902722.7055],[374923.0134,4902715.9615],[374946.9616,4902713.6217],[374962.1013,4902713.3465],[374973.5249,4902713.4841],[374988.5269,4902715.1357],[375007.5204,4902718.4389],[375027.202,4902723.1184],[375028.9729,4902723.7213]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2010 Project,,"{""type"":""LineString"",""coordinates"":[[375182.8855,4902829.7225],[375099.2044,4902768.7509],[375086.4045,4902760.08],[375076.6325,4902753.7489],[375066.4476,4902748.2435],[375054.1982,4902742.3253],[375037.2693,4902735.4436],[375026.2586,4902731.7275]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2010 Project,,"{""type"":""LineString"",""coordinates"":[[375026.2586,4902731.7275],[375010.5684,4902727.5985],[374992.2632,4902724.02],[374977.8117,4902722.0932],[374957.029,4902721.6803],[374936.1087,4902723.1942],[374874.9995,4902729.8006],[374849.6749,4902733.5167],[374796.7718,4902739.014]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[380688.0546,4899377.0975],[380685.4046,4899397.8778]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[380740.1658,4899047.3818],[380732.9256,4899091.1226]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[380714.3052,4899203.4746],[380708.4251,4899238.9552],[380696.5148,4899310.8364]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[380696.5148,4899310.8364],[380688.0546,4899377.0975]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[380732.9256,4899091.1226],[380723.5254,4899147.8136]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[380685.4046,4899397.8778],[380678.8845,4899458.6388]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[385958.5499,4905188.4808],[385902.4581,4905227.11],[385811.7059,4905292.4622],[385791.0683,4905309.3956],[385759.5828,4905336.3831],[385734.712,4905358.8728],[385707.7244,4905383.2145],[385664.0681,4905419.4625]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[385664.0681,4905419.4625],[385632.7149,4905443.9365],[385593.5565,4905473.0407],[385557.5731,4905497.1179],[385518.9438,4905519.8721],[385499.1,4905532.3075],[385489.0459,4905539.4513],[385474.7583,4905552.4159],[385462.5875,4905568.8201],[385450.4166,4905591.5743],[385440.0978,4905620.4139]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[385430.3082,4905630.4681],[385298.6778,4905597.9243],[385230.2828,4905580.5941],[385200.7817,4905572.9211],[385185.3036,4905569.217],[385167.3119,4905566.4388],[385141.7795,4905563.1315]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2010 Project,,"{""type"":""LineString"",""coordinates"":[[375028.9729,4902723.7213],[375046.6083,4902729.7248],[375062.0232,4902736.1936],[375077.3005,4902743.9011],[375099.4595,4902758.215],[375178.2174,4902816.0545]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375202.4889,4902833.5137],[375276.8014,4902889.2384],[375314.9015,4902917.2842],[375327.9984,4902926.677],[375335.0098,4902931.4395],[375344.0057,4902937.2603],[375354.7213,4902943.2135],[375370.3318,4902950.6218],[375384.6193,4902956.575],[375397.9808,4902960.8083],[375411.8714,4902964.5125],[375421.3965,4902966.1],[375432.3767,4902967.2906],[375443.0923,4902967.5552],[375561.7042,4902966.4671]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375561.523,4902980.0623],[375530.7851,4902980.3313],[375482.1016,4902980.1196],[375449.9282,4902979.273],[375434.6882,4902977.7913],[375421.9882,4902976.0979],[375401.0331,4902970.8063],[375382.4064,4902964.8796],[375372.0347,4902961.0696],[375351.0797,4902950.6979],[375330.548,4902939.0562],[375182.8855,4902829.7225]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375564.7218,4902954.7766],[375564.1019,4902864.4014],[375563.5984,4902849.0447],[375562.0879,4902817.8278],[375560.5774,4902799.1983],[375558.8152,4902780.8206],[375556.5494,4902767.4778],[375553.2767,4902753.1281]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375572.1579,4902776.5408],[375575.4306,4902799.7018],[375578.3536,4902953.3228]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375553.2767,4902753.1281],[375546.5718,4902733.8631],[375541.1181,4902719.9562],[375531.4378,4902699.914],[375516.7129,4902674.418],[375504.7148,4902658.6023],[375485.3542,4902633.7881],[375453.1775,4902592.0674],[375443.7699,4902578.4332],[375435.1804,4902563.4356],[375429.045,4902551.8466],[375423.0459,4902536.8489],[375418.5466,4902524.1691],[375415.9561,4902515.5796],[375412.1386,4902499.0822],[375408.73,4902477.4038],[375407.3666,4902461.5882],[375406.9576,4902414.9592]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375415.6065,4902432.4499],[375415.9001,4902447.02],[375416.5818,4902465.4261],[375417.5362,4902474.561],[375420.1267,4902493.1035],[375424.3533,4902512.3278],[375432.5338,4902536.0513],[375435.6697,4902544.0954],[375446.3043,4902565.3648],[375464.8468,4902593.0422],[375517.6112,4902660.2588],[375531.7908,4902679.074],[375545.425,4902701.0251],[375555.787,4902721.7491],[375563.2443,4902740.9018]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375406.9576,4902414.9592],[375406.2754,4902358.5814],[375406.5481,4902337.5847],[375407.2298,4902318.3605],[375409.1386,4902300.636],[375411.0474,4902288.7743],[375414.0469,4902274.1857],[375419.6369,4902255.5069],[375424.9543,4902240.1002],[375432.044,4902224.5572],[375440.0882,4902209.9686],[375456.0402,4902185.8361],[375512.8991,4902113.0387]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375515.4854,4902123.6984],[375459.5851,4902196.5051],[375453.9951,4902204.8219],[375442.9514,4902223.6371],[375433.9529,4902241.9069],[375427.6811,4902259.3587],[375422.3638,4902276.9468],[375418.8189,4902294.5349],[375416.7738,4902312.6684],[375415.5467,4902340.6185],[375415.5714,4902397.4153]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375525.2731,4902094.8431],[375535.7715,4902076.9823],[375544.4974,4902057.758],[375549.951,4902042.0787],[375555.5411,4902021.3547],[375558.5406,4902005.6754],[375560.313,4901989.178],[375560.8584,4901969.9538],[375561.0886,4901924.3397],[375560.5962,4901876.681]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375571.7057,4901875.6916],[375570.5531,4901944.1434],[375569.8714,4901984.3643],[375569.4624,4901994.0446],[375566.8719,4902012.3144],[375565.0995,4902021.9947],[375560.4638,4902040.2645],[375554.6011,4902056.8983],[375545.6025,4902077.8949],[375530.8776,4902104.0726],[375525.4239,4902112.5258],[375515.4854,4902123.6984]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2010 Project,,"{""type"":""LineString"",""coordinates"":[[375557.4704,4901709.9342],[375559.3659,4901679.1412],[375560.319846535,4901666.7358816],[375560.230282264,4901654.29426125],[375559.097837967,4901641.90396229],[375556.930489174,4901629.65224658],[375553.7435,4901617.6254],[375544.1354,4901588.0139],[375541.9129,4901575.9489],[375540.1666,4901563.7252],[375539.5316,4901552.7714],[375539.8491,4901529.7526]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2010 Project,,"{""type"":""LineString"",""coordinates"":[[375551.8083,4901528.7742],[375551.332,4901551.9517],[375552.4433,4901566.7155],[375556.0945,4901584.6543]]}"
Bike Lane,,Proposed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[378566.127,4897512.2009],[378592.1172,4897530.8712],[378651.6576,4897573.6517],[378672.4037,4897589.5367]]}"
Bike Lane,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[376318.9945,4899429.5075],[376186.5625,4899417.512],[376082.2945,4899408.6492],[375926.4138,4899398.2224],[375736.6459,4899391.445],[375613.1661,4899389.0367]]}"
Bike Lane,,Proposed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[379153.765,4897811.0189],[379000.0606,4897749.2753]]}"
Bike Lane,,Proposed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[378687.2247,4897599.7226],[378768.1874,4897657.0315]]}"
Bike Lane,,Constructed,Lane Widening for Cycling Routes,2011 Project,,"{""type"":""LineString"",""coordinates"":[[375157.3939,4899379.1942],[375329.6829,4899373.1881],[375407.0117,4899369.0873],[375477.5059,4899367.7204]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379403.7287,4898808.1319],[379333.0848,4898804.4277]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[380564.0707,4898688.2494],[380655.8813,4898667.4796]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[379332.82,4898653.3527],[379406.4585,4898657.1097]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.4,"{""type"":""LineString"",""coordinates"":[[379125.1028,4898636.8516],[379185.7468,4898641.9704]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379072.186,4898632.6182],[379125.1028,4898636.8516]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[380307.5648,4898833.502],[380194.7198,4898830.5916]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[379213.4738,4898798.38],[379128.1455,4898793.8821]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[385141.7795,4905563.1315],[385119.9646,4905561.6895],[385094.4058,4905561.0545],[385075.832,4905560.2608],[385069.0057,4905558.6733],[385062.4969,4905556.4508],[385052.4957,4905551.3708],[385045.3519,4905544.0682],[385042.8119,4905538.512],[385040.2719,4905530.5745],[385033.9219,4905509.7782],[385031.6994,4905501.9994],[385026.6194,4905489.2994],[385016.4594,4905467.7093],[385011.2206,4905456.5968],[385005.5056,4905448.0243],[384999.4731,4905442.7855]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[379428.4695,4898658.1397],[379514.5916,4898662.77]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[380326.922,4898685.2447],[380428.2576,4898688.1551]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379650.11,4898818.1132],[379582.7734,4898815.7319]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379884.9238,4898827.436],[379811.2372,4898823.7319]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.65,"{""type"":""LineString"",""coordinates"":[[379514.5916,4898662.77],[379557.1911,4898664.806]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[380417.2348,4898836.1478],[380307.5648,4898833.502]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379291.4126,4898650.31],[379332.82,4898653.3527]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379794.0475,4898823.5481],[379671.016,4898818.9179]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379676.7157,4898668.1454],[379799.218,4898671.8496]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.4,"{""type"":""LineString"",""coordinates"":[[379907.4192,4898674.3128],[379978.5923,4898676.2972]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379494.3844,4898812.2042],[379422.9468,4898808.8969]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379976.5996,4898829.9964],[379902.6484,4898827.8798]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[380178.051,4898830.0624],[380096.4269,4898827.5489]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.6,"{""type"":""LineString"",""coordinates"":[[380080.9894,4898678.8026],[380185.3677,4898681.4485]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.8,"{""type"":""LineString"",""coordinates"":[[380670.9083,4898663.8465],[380738.6418,4898648.236]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379996.8427,4898676.8946],[380059.6814,4898678.4821]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374627.3016,4897642.159],[374634.4454,4897484.2025]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375769.9824,4897380.9721],[375923.3641,4897387.7474],[376109.102,4897395.6849],[376163.3417,4897398.8599],[376191.9168,4897400.712],[376226.5773,4897404.1516],[376275.7899,4897411.56],[376321.4016,4897417.8682]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[376368.9006,4897424.9365],[376409.7705,4897431.3101],[376445.4893,4897437.3955],[376475.3873,4897441.6288],[376548.1478,4897452.2122],[376585.1896,4897457.7684],[376609.2667,4897461.7372]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[376609.2667,4897461.7372],[376639.4293,4897466.2351],[376671.7085,4897470.7331],[376701.3419,4897473.6435],[376734.944,4897475.7602],[376769.6045,4897477.6122],[376806.3817,4897477.6122],[376841.3068,4897477.0831],[376880.9943,4897475.4956],[376932.3236,4897471.5268]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[376932.3236,4897471.5268],[376990.275,4897466.4213],[377063.6176,4897456.1025],[377074.4126,4897455.6262]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[376931.7941,4897486.3768],[376909.7321,4897488.0019],[376870.8383,4897490.6478],[376834.8548,4897491.9707],[376800.9881,4897492.4999],[376773.2068,4897491.9707],[376740.1338,4897490.9124],[376700.7108,4897488.2665],[376651.2336,4897482.9748],[376621.1247,4897478.2009]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379361.6524,4897561.9002],[379425.5616,4897565.7509]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378785.6391,4897520.0837],[378844.9058,4897520.2954],[378913.0626,4897521.7771]]}"
Route,,Proposed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[378911.7954,4897712.7628],[378976.8831,4897740.2266],[379000.0606,4897749.2753]]}"
Route,,Proposed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[378787.6911,4897667.8387],[378805.3124,4897676.0937],[378827.22,4897683.8725],[378894.2126,4897705.78]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379426.0908,4897565.7509],[379520.8118,4897571.0426]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379520.8118,4897571.0426],[379623.7349,4897579.2447]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379314.6023,4897557.6805],[379336.6686,4897559.4268]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379186.3778,4897541.9384],[379228.5596,4897546.7268],[379279.201,4897554.9818],[379314.6023,4897557.6805]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[378913.0626,4897521.7771],[378970.2128,4897523.9467],[379051.1754,4897529.7675],[379186.3778,4897541.9384]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381051.0771,4898578.3136],[381178.0774,4898549.7385]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380926.8362,4898607.1731],[381034.125,4898582.9637]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381057.9862,4898686.4436],[380935.4838,4898714.2249]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381573.0752,4898568.7585],[381459.5687,4898593.4971]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381690.8794,4898540.4359],[381598.5396,4898562.264]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381502.353,4898422.6253],[381585.9615,4898366.6658]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[376595.6571,4897473.7903],[376571.3293,4897470.2748],[376519.4709,4897462.6019],[376416.0186,4897446.7269],[376341.4059,4897435.6143]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[376341.4059,4897435.6143],[376279.7579,4897426.0893],[376252.2412,4897422.1206],[376219.1682,4897417.6226],[376183.9785,4897414.4476],[376145.6139,4897411.2726],[376071.2658,4897408.0976],[375937.1218,4897402.2768],[375739.2131,4897393.8101]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375739.2131,4897393.8101],[375399.2228,4897378.4642]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375399.2228,4897378.4642],[375040.4471,4897357.8267]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[375040.4471,4897357.8267],[374925.6177,4897351.2121]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[374925.6177,4897351.2121],[374753.6117,4897340.7081]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[374711.2192,4897334.7178],[374669.6266,4897332.3366]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[374624.6738,4897331.5957],[374477.5122,4897323.0232]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[374482.7043,4897323.4308],[374471.6385,4897322.3882]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[374444.7668,4897321.4176],[374309.3527,4897313.0039]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374651.7858,4897383.3505],[374649.0125,4897439.403],[374647.176,4897469.8891]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374647.176,4897469.8891],[374638.3607,4897654.0909]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374638.3607,4897654.0909],[374633.0349,4897753.9051]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374633.0349,4897753.9051],[374627.4513,4897858.889]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374627.4513,4897858.889],[374619.5307,4898010.0402],[374611.7751,4898160.8615],[374605.8347,4898283.1356],[374605.1746,4898319.6034],[374604.8446,4898354.916],[374600.7193,4898436.2671]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374600.7193,4898436.2671],[374599.3992,4898459.2863],[374597.4191,4898488.1635],[374594.4488,4898515.7205],[374593.1287,4898531.5617],[374589.8285,4898586.1808],[374582.2379,4898734.1969],[374577.4526,4898821.6534]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374577.4526,4898821.6534],[374569.7795,4898970.7008],[374561.5289,4899120.532]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374549.1648,4899129.6931],[374558.3524,4899021.1739],[374569.0782,4898821.014]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374569.0782,4898821.014],[374576.7513,4898668.9551],[374581.4239,4898579.9177],[374585.3927,4898520.0689],[374588.4089,4898448.79]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380759.4414,4898644.0324],[380904.794,4898611.3716]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381199.8714,4898544.6718],[381347.5092,4898513.5832],[381375.1582,4898504.7197]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381394.8013,4898493.766],[381486.4796,4898433.3085]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381208.1375,4898651.4524],[381186.5739,4898657.0748],[381075.3164,4898682.4087]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381433.2426,4898598.1274],[381348.8404,4898617.1774]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381328.4674,4898622.7337],[381245.3077,4898641.9104],[381208.1375,4898651.4524]]}"
Route - Signed + Sharrows,Sharrows,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380916.6984,4898718.8551],[380798.8263,4898744.7844]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374588.9166,4898412.183],[374590.818,4898391.4726],[374592.0637,4898364.8991],[374595.593,4898305.1088],[374597.8766,4898255.6987],[374608.2569,4898067.4008],[374618.2854,4897872.1144]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374619.654,4897848.059],[374624.2578,4897764.715]]}"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,2012 Project,,"{""type"":""LineString"",""coordinates"":[[374624.5688,4897745.422],[374628.3789,4897664.3005]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[373362.1298,4901473.2981],[373387.0321,4901497.3571],[373471.9635,4901579.5104],[373495.0038,4901608.2359],[373510.4604,4901631.5011],[373521.9913,4901653.1622],[373529.9074,4901673.5699],[373536.1201,4901694.7548],[373542.6289,4901724.5999],[373549.1376,4901762.2237]]}"
