CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CONSTRUCTION_REASON,CYCLE_WIDTH,GeoJSON
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[380607.6288,4900040.3966],[380610.6648,4900004.6521]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[380612.7286,4899983.4854],[380618.5699,4899894.796]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[380628.1644,4899895.301],[380619.0749,4899999.4938]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[380619.0749,4899999.4938],[380616.3798,4900034.0738]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[380614.4193,4900050.3841],[380608.916,4900123.8326]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2011 Project,,"{""type"":""LineString"",""coordinates"":[[380606.7617,4900140.3998],[380599.565,4900234.1684]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380598.0833,4900250.4667],[380584.905,4900397.0761],[380576.4933,4900486.8989]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380572.6833,4900541.1915],[380567.179,4900604.0375],[380557.7528,4900704.0222]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380557.7528,4900704.0222],[380543.5365,4900856.2801],[380529.2289,4901007.772],[380520.1394,4901108.4301]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380520.1394,4901108.4301],[380505.5529,4901272.186]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380503.8596,4901284.6743],[380497.7213,4901348.8095]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380497.0376,4901361.9748],[380491.111,4901426.1099]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380488.4621,4901451.4746],[380476.6848,4901591.9373]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380476.6848,4901591.9373],[380470.1202,4901659.267],[380463.7239,4901720.2005],[380459.6841,4901743.5976],[380452.4461,4901782.9855]]}"
Route,,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[379623.7349,4897579.2447],[379664.1538,4897583.0217]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380465.5754,4901792.6642],[380485.2694,4901790.6443],[380505.6366,4901786.9411],[380523.479,4901781.5548],[380540.9847,4901774.6535],[380553.4407,4901769.0987],[380570.7782,4901760.1776],[380586.264,4901750.5831],[380601.0766,4901739.9786],[380617.0674,4901726.3443],[380649.7223,4901695.8776],[380678.8424,4901668.4407],[380702.4079,4901647.4002],[380722.9434,4901631.0727],[380740.2809,4901618.1117],[380759.8065,4901604.1408],[380780.0054,4901590.8432],[380802.5609,4901577.0406],[380826.463,4901563.7429],[380844.9787,4901554.1485],[380880.6634,4901537.821],[380894.2509,4901532.0806]]}"
Route,,Approved for Construction,Cycling Lanes,2017 Project,,"{""type"":""LineString"",""coordinates"":[[371441.9572,4899942.8193],[371584.6298,4900027.9352],[371618.2713,4900044.1475],[371638.5372,4900050.2271],[371653.5341,4900053.4696],[371678.2585,4900055.4961]]}"
Route,,Approved for Construction,Cycling Lanes,2017 Project,,"{""type"":""LineString"",""coordinates"":[[372642.6231,4899697.4183],[372090.3104,4899943.1553],[371997.3572,4899982.066],[371904.0213,4900010.5058],[371784.0468,4900040.4992],[371711.0893,4900053.0641],[371678.6638,4900055.4961]]}"
Route,,Approved for Construction,Cycling Lanes,2017 Project,,"{""type"":""LineString"",""coordinates"":[[372778.4078,4899636.2054],[372906.1535,4899579.8968],[372963.8483,4899557.0494],[373012.8227,4899539.6961]]}"
Route,,Approved for Construction,Cycling Lanes,2017 Project,,"{""type"":""LineString"",""coordinates"":[[372642.9843,4899696.7193],[372776.2889,4899638.3528]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380923.9211,4901521.4715],[380965.2258,4901508.3224],[381002.5938,4901498.8962],[381031.714,4901492.8366],[381048.3781,4901490.1434],[381070.5969,4901487.4502],[381093.1524,4901485.262],[381118.401,4901484.0837],[381144.1547,4901483.5787],[381303.3215,4901492.3071]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381584.2827,4901251.7398],[381577.086,4901234.8064],[381568.3018,4901217.873],[381551.8447,4901192.0496],[381537.5572,4901170.8829],[381503.2936,4901123.2578],[381487.154,4901099.4453],[381475.9091,4901082.2473],[381463.6161,4901060.0557]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381450.1223,4901038.9419],[381444.1326,4901029.0792],[381433.2847,4901010.9552],[381423.3628,4900992.8312],[381419.6586,4900984.8937],[381416.3513,4900975.6333],[381413.9701,4900967.2989],[381409.0753,4900939.5176],[381398.6242,4900875.2237]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381398.6242,4900875.2237],[381388.9801,4900813.3045],[381380.5134,4900755.7575],[381377.0738,4900734.7231]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381377.0738,4900734.7231],[381375.0167,4900728.1118],[381366.2854,4900706.8128],[381302.147,4900555.0987]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381264.5231,4900552.5587],[381250.2356,4900560.7608],[381238.8585,4900566.1848],[381226.9522,4900571.0796],[381213.3261,4900575.1807],[381195.8636,4900579.5463],[381180.65,4900581.2661],[381167.024,4900581.7953],[381159.4833,4900581.5307],[381080.6961,4900569.0026]]}"
Bike Lane,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[384138.4498,4902723.684],[384230.7633,4902832.0393],[384327.8656,4902949.25],[384518.8951,4903175.4692]]}"
Bike Lane,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[384518.8951,4903175.4692],[384757.1763,4903461.4551]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381058.848,4900565.0215],[380958.0415,4900549.7814]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380940.1843,4900547.3723],[380867.6355,4900538.1648],[380842.5707,4900535.4269],[380828.5477,4900534.5009],[380806.5872,4900532.9134],[380787.2726,4900531.3259],[380752.4798,4900526.828],[380674.9126,4900516.7335]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380619.1912,4900500.2235],[380654.91,4900505.621],[380693.4864,4900511.0185],[380753.3352,4900519.4323],[380777.4653,4900522.4485],[380796.1978,4900524.671],[380817.6291,4900525.6235],[380837.9491,4900527.211],[380936.2111,4900539.173]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380964.074,4900543.7489],[381070.1808,4900559.1034]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381070.1808,4900559.1034],[381126.2726,4900567.967],[381145.7195,4900570.8774],[381161.1977,4900572.4649],[381174.1623,4900572.4649],[381190.3019,4900570.6128],[381206.9707,4900567.3055],[381220.0676,4900563.2045],[381234.0905,4900557.1191],[381242.8218,4900552.6211],[381251.0239,4900547.9909],[381262.401,4900539.9211],[381277.7469,4900527.0888]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381304.6928,4900530.2676],[381326.4995,4900586.6094],[381342.602,4900625.7408],[381381.1783,4900718.1335],[381387.2487,4900735.5119]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381387.2487,4900735.5119],[381404.7112,4900861.0834]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381409.3235,4900887.4941],[381419.9598,4900949.7242],[381423.9285,4900970.5205],[381425.6748,4900977.3468],[381429.0085,4900985.9193],[381438.3748,4901003.0643],[381468.4759,4901052.3246]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381468.4759,4901052.3246],[381482.8778,4901075.9572],[381496.7685,4901096.727],[381534.7362,4901151.4959],[381561.9884,4901189.5959],[381573.8947,4901209.4397],[381584.3457,4901229.6804],[381590.4533,4901244.0579]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381608.6874,4901302.7055],[381610.2839,4901311.3945],[381612.9297,4901334.9424],[381614.5172,4901365.2373],[381616.1047,4901421.0645],[381617.9568,4901450.9625],[381621.1318,4901477.024],[381622.587,4901486.0198],[381627.2172,4901505.599]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[381299.3933,4901500.7254],[381215.2557,4901495.0368],[381172.1285,4901492.391],[381141.3045,4901491.9941],[381128.4722,4901491.9941],[381095.0023,4901493.4493],[381067.3533,4901495.8306],[381048.9647,4901498.4764],[381024.7553,4901502.5774],[381001.075,4901507.4722],[380980.3052,4901512.8962],[380960.8583,4901519.7754],[380941.1468,4901527.7129],[380912.704,4901538.2963]]}"
Bike Lane,Diamond Symbol,Constructed,,,,"{""type"":""LineString"",""coordinates"":[[380912.704,4901538.2963],[380888.5607,4901547.689],[380864.4836,4901556.288],[380852.445,4901560.9182],[380833.1304,4901570.1786],[380805.2168,4901585.3922],[380770.1594,4901607.3527],[380736.6896,4901631.4298],[380710.2312,4901652.3319],[380688.6676,4901671.1174],[380661.1509,4901696.9143],[380634.9571,4901721.256],[380604.6622,4901749.8311],[380593.8143,4901759.0915],[380582.3049,4901767.1613],[380569.4726,4901775.628],[380555.185,4901784.0947],[380539.1777,4901791.8999],[380523.3027,4901798.7791],[380509.1475,4901803.277],[380499.2256,4901805.6583],[380482.9537,4901808.701],[380457.4213,4901812.0083]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[380395.8406,4901818.7021],[380175.7367,4901799.7449],[380088.424,4901796.3053],[380043.1802,4901796.0407]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[379995.0405,4901795.1516],[379942.9704,4901794.305],[379898.5203,4901794.0933],[379788.4534,4901792.6116]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[379748.9701,4901792.5173],[379665.3616,4901791.459],[379530.5297,4901789.7657]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[379486.009,4901789.3113],[379442.8289,4901788.6763],[379396.8972,4901785.7129],[379335.937,4901782.1146],[379256.3502,4901775.5529],[379185.0184,4901770.0496],[379120.6716,4901766.8746]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[379111.2165,4901745.1897],[379199.5938,4901750.3689],[379312.1576,4901757.71],[379344.948,4901760.4018],[379507.8472,4901766.7724]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[379527.9897,4901769.234],[379743.8901,4901771.5623]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[379784.4318,4901772.5033],[379992.9238,4901774.8316]]}"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,2012 Project,,"{""type"":""LineString"",""coordinates"":[[380040.1426,4901775.1752],[380107.6644,4901776.6569],[380194.8712,4901781.1019],[380275.093,4901787.6636],[380325.9663,4901792.7027],[380410.56,4901797.8236]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373558.6809,4902720.9251],[373559.3159,4902785.3777],[373561.3796,4902820.4616]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373570.4284,4902820.7791],[373570.5871,4903063.667],[373569.9521,4903099.0684],[373568.8409,4903127.6434]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373561.3796,4902820.4616],[373561.9352,4902833.3203],[373561.7765,4903050.332],[373561.7765,4903077.0021],[373560.9827,4903103.1959],[373559.8715,4903126.6909],[373559.3952,4903145.2647]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373567.4915,4903158.2029],[373565.4277,4903199.478],[373564.4752,4903229.0055],[373563.999,4903260.5968],[373563.999,4903297.5857]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373559.3952,4903145.2647],[373557.4902,4903177.6498],[373556.6965,4903208.9236],[373556.0615,4903242.7375],[373555.5852,4903270.36],[373556.0615,4903297.9826]]}"
Bike Lane,,Constructed,Development Charge Project,2015 Project,,"{""type"":""LineString"",""coordinates"":[[373549.8146,4903324.6523],[373551.9907,4903653.9804]]}"
Bike Lane,,Constructed,Development Charge Project,2015 Project,,"{""type"":""LineString"",""coordinates"":[[373551.9907,4903653.9804],[373555.3627,4904069.4454]]}"
Bike Lane,,Exists,,,,"{""type"":""LineString"",""coordinates"":[[375560.5962,4901876.681],[375558.0562,4901817.7846],[375557.2624,4901793.0196],[375556.4687,4901753.6495]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[371746.0433,4902392.6824],[371764.6171,4902462.5326],[371769.6971,4902484.1226],[371775.88419539,4902504.45589803],[371783.801303222,4902524.1800599],[371793.389464662,4902543.14819946],[371804.577276511,4902561.21906064],[371817.281422948,4902578.25806946],[371831.407295982,4902594.13833611],[371846.8497,4902608.7416],[372015.9188,4902755.1094],[372035.391531376,4902769.37351369],[372056.079935865,4902781.80903243],[372077.812810755,4902792.31304859],[372100.410310031,4902800.79863832],[372123.685432654,4902807.19558082],[372147.445570049,4902811.4509395],[372171.4941,4902813.5295],[372216.103,4902813.6883]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[371760.3308,4902396.1749],[371787.3183,4902488.7264],[371790.494800218,4902505.47944836],[371795.326292628,4902521.83216875],[371801.7646,4902537.6215],[371813.98645089,4902557.45473349],[371828.10839908,4902575.98312708],[371843.9922,4902593.0253],[372019.0938,4902746.0606],[372036.374599201,4902759.39654617],[372054.750489396,4902771.17789333],[372074.082014215,4902781.31523171],[372094.222464884,4902789.7316281],[372115.018993615,4902796.36320966],[372136.313773583,4902801.1596487],[372157.945196684,4902804.08454459],[372179.7491,4902805.1157],[372229.9407,4902804.8512]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[372246.0804,4902813.4898],[372298.6267,4902812.8548]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[372229.9407,4902804.8512],[372284.3921,4902804.6924]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[372298.6267,4902812.8548],[372656.9526,4902810.5132],[372673.4627,4902811.1482]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[372314.5811,4902804.2691],[372655.2593,4902801.5703],[372661.575847686,4902801.48007169],[372667.878812918,4902801.05634406],[372674.1506,4902800.3003]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[372726.0619,4902810.7778],[372741.4607,4902809.8253],[372947.3598,4902808.2378],[372977.405767191,4902806.74962299],[373007.413986523,4902804.6326469],[373037.3713,4902801.8878],[373080.8689,4902796.0141]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[372725.0564,4902800.459],[372742.0427,4902801.2528],[372950.7994,4902799.189],[372978.628253555,4902797.87566605],[373006.41538704,4902795.86441048],[373034.1433,4902793.1565],[373064.3059,4902788.8703],[373069.139399466,4902788.01056971],[373073.908350618,4902786.84482609],[373078.5934,4902785.3778]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373132.9919,4902787.3357],[373148.5494,4902782.4144],[373207.1283,4902768.7619]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373129.8169,4902776.8582],[373144.4219,4902774.3182],[373206.3345,4902760.1894]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373207.1283,4902768.7619],[373287.7206,4902750.3998]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373206.3345,4902760.1894],[373289.996,4902740.8219]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373315.2373,4902744.6319],[373383.0237,4902727.8044]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373317.936,4902734.6306],[373384.4524,4902718.4381]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373414.4562,4902720.1843],[373435.2525,4902716.6918],[373442.858543418,4902715.97261124],[373450.480157119,4902715.44333483],[373458.1126,4902715.1043],[373469.242619881,4902714.50767204],[373480.315850188,4902713.23610684],[373491.2914,4902711.2943],[373503.454509204,4902709.29991832],[373515.684049821,4902707.76462679],[373527.9627,4902706.6906],[373543.8377,4902706.6906]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373418.7425,4902711.1356],[373439.38,4902705.5793],[373460.8113,4902698.9118],[373476.814783598,4902696.54543689],[373492.914071155,4902694.9566947],[373509.0714,4902694.1493],[373547.3302,4902694.308]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[373993.4358,4900680.7755],[374035.435749364,4900702.20476233],[374077.206279301,4900724.0778476],[374118.7427,4900746.3923],[374259.713,4900825.9792]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[374004.0059,4900663.6834],[374019.105334231,4900671.46150377],[374034.06469729,4900679.50571095],[374048.8793,4900687.8135],[374129.9478,4900733.9569],[374283.6181,4900815.8721]]}"
Bike Lane,,Proposed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[378549.617,4897511.7776],[378575.6072,4897530.4479],[378635.1476,4897573.2284],[378674.8324,4897600.6271]]}"
Bike Lane,,Proposed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[378685.0022,4897608.4539],[378772.1561,4897670.3665]]}"
Bike Lane,,Proposed,Cycling Lanes,2013 Project,,"{""type"":""LineString"",""coordinates"":[[379135.6675,4897814.9876],[379016.8117,4897767.1729],[379000.3862,4897759.3461]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[382864.3041,4904415.738],[382855.5729,4904392.5605],[382841.9203,4904361.4454],[382828.2678,4904337.7916],[382799.5672,4904293.1114]]}"
Bike Lane,,Constructed,Development Charge Project,2015 Project,,"{""type"":""LineString"",""coordinates"":[[373565.4326,4903324.5625],[373568.0785,4903642.7246]]}"
Bike Lane,,Constructed,Development Charge Project,2015 Project,,"{""type"":""LineString"",""coordinates"":[[373568.6939,4903666.7866],[373574.3163,4904068.6234]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[374850.1554,4904142.5495],[375104.1745,4904152.1051]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[375104.1745,4904152.1051],[375173.4524,4904152.9014],[375188.4732,4904152.6472],[375208.9084,4904149.4417],[375236.556,4904141.8286],[375251.7823,4904133.8148],[375278.2278,4904115.383],[375347.5472,4904062.8926],[375396.0308,4904027.2312],[375430.0895,4903999.1828],[375454.9323,4903972.7373],[375476.5695,4903946.6924],[375493.7992,4903918.2434],[375507.4227,4903890.5958],[375519.8441,4903858.9412],[375526.2551,4903838.1053],[375529.0369,4903823.2235]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[375589.1586,4902966.1647],[375776.7325,4902965.0227],[375797.5741,4902966.1647],[375818.1301,4902969.8762],[375836.6877,4902975.3007],[375905.2079,4903004.9928],[375932.9014,4903016.1273],[375957.74,4903024.4068],[375973.157,4903028.4038],[375992.8566,4903030.6878],[376021.6921,4903030.1168],[376083.371,4903028.6926]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[376083.3824,4903029.65],[376384.491,4903021.3105]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[376384.491,4903021.3105],[376760.182,4903007.6443]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[378715.0194,4901765.2486],[378467.6155,4901766.0833]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[378467.6155,4901766.0833],[378191.0648,4901766.1427]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[378191.0648,4901766.1427],[377853.2233,4901760.7033]]}"
Bike Lane,,Approved for Construction,Joint Reconstruction,2018 Project,,"{""type"":""LineString"",""coordinates"":[[379112.9083,4898781.8522],[379119.7305,4898646.5451]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[377853.2233,4901760.7033],[377586.3472,4901757.9822]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[377586.3472,4901757.9822],[377509.0887,4901755.8655],[377424.4219,4901753.2197],[377335.2571,4901748.7217],[377286.0445,4901746.8697],[377211.1876,4901744.1099]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[377211.1876,4901744.1099],[377162.7484,4901742.504],[377123.3254,4901741.1811],[377096.3379,4901740.1228],[377087.342,4901738.7999],[377077.0232,4901736.154],[377065.3816,4901731.6561],[377049.2419,4901722.3957],[377038.1294,4901713.3998],[377010.4626,4901689.979]]}"
Bike Lane,,Approved for Construction,Development Charge Project,2018 Project,,"{""type"":""LineString"",""coordinates"":[[377010.4626,4901689.979],[376955.0501,4901642.4913],[376910.6,4901603.0683]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[379768.0049,4899487.6131],[379803.5435,4899466.4569]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380298.8389,4899168.487],[380401.0929,4899107.4098]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380507.9214,4899042.0365],[380560.783,4899011.2857]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[379977.3569,4899361.2743],[380052.8628,4899315.952]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380276.1992,4899181.619],[380173.4797,4899243.5345]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380495.3537,4899050.9662],[380423.8547,4899093.4113]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[379820.9217,4899454.8708],[379954.7694,4899374.4768]]}"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,2015 Project,1.5,"{""type"":""LineString"",""coordinates"":[[380764.812,4898893.9248],[380561.7691,4899010.7289]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[375551.482,4903617.3919],[375551.9053,4903693.1687],[375551.6937,4903720.8971],[375550.212,4903742.9105],[375547.672,4903765.5589],[375545.132,4903785.2439],[375543.6503,4903802.8123]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[375578.9723,4902986.1874],[375578.6548,4903029.8438],[375577.3848,4903052.8626],[375578.3373,4903200.8179],[375578.3373,4903236.5367],[375575.7973,4903263.048],[375571.0348,4903285.273]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[375545.5818,4903381.608],[375542.6714,4903397.483],[375541.2162,4903412.6966],[375540.2901,4903430.9529],[375542.4068,4903540.0937],[375542.8037,4903614.7064]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[375565.4785,4902989.918],[375565.9548,4903035.0031],[375568.8123,4903050.7194],[375568.971,4903194.5472],[375568.971,4903223.7573],[375567.2248,4903243.9185],[375565.4785,4903256.9361],[375560.3985,4903279.0024]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[375555.3185,4903393.6201],[375551.9847,4903416.4801],[375550.7147,4903433.9427],[375550.0797,4903469.1852],[375551.5085,4903610.9493]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379608.4165,4899585.2934],[379749.3074,4899500.362]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379598.0977,4899590.4528],[379537.7726,4899627.3622]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379521.1038,4899637.681],[379468.3193,4899672.2092]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379468.3193,4899672.2092],[379399.6598,4899721.0249]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379399.6598,4899721.0249],[379342.9066,4899760.3156]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379478.0984,4899655.0483],[379526.3585,4899624.9916]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379526.3585,4899624.9916],[379599.1719,4899580.3298]]}"
Bike Lane,Diamond Symbol,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[379599.1719,4899580.3298],[379761.3089,4899479.1529]]}"
Bike Lane,,Constructed,,,1.5,"{""type"":""LineString"",""coordinates"":[[375542.936,4903615.7647],[375543.5974,4903686.5409],[375543.5974,4903706.7816],[375542.4068,4903729.4035],[375540.5547,4903752.5546],[375538.3057,4903775.4411],[375536.0568,4903795.2849],[375533.6755,4903808.7786]]}"
